 vin_diff               vin_cm                 v(INP)                 v(INN)                 vout                   idd                   
-1.204999999999812e-02  1.650000000000000e+00  1.643975000000001e+00  1.656024999999999e+00  2.330245314269308e-07  1.997027763629037e-05 
-1.204899999999842e-02  1.650000000000000e+00  1.643975500000001e+00  1.656024499999999e+00  2.330245489721387e-07  1.997027707966819e-05 
-1.204799999999828e-02  1.650000000000000e+00  1.643976000000001e+00  1.656023999999999e+00  2.330245665588441e-07  1.997027687730607e-05 
-1.204699999999814e-02  1.650000000000000e+00  1.643976500000001e+00  1.656023499999999e+00  2.330245841474361e-07  1.997027675360204e-05 
-1.204599999999845e-02  1.650000000000000e+00  1.643977000000001e+00  1.656022999999999e+00  2.330246017697070e-07  1.997027661535156e-05 
-1.204499999999831e-02  1.650000000000000e+00  1.643977500000001e+00  1.656022499999999e+00  2.330246193310251e-07  1.997027627223067e-05 
-1.204399999999817e-02  1.650000000000000e+00  1.643978000000001e+00  1.656021999999999e+00  2.330246369905609e-07  1.997027651074362e-05 
-1.204299999999847e-02  1.650000000000000e+00  1.643978500000001e+00  1.656021499999999e+00  2.330246546161596e-07  1.997027637179970e-05 
-1.204199999999833e-02  1.650000000000000e+00  1.643979000000001e+00  1.656020999999999e+00  2.330246722281525e-07  1.997027604983392e-05 
-1.204099999999819e-02  1.650000000000000e+00  1.643979500000001e+00  1.656020499999999e+00  2.330246898792120e-07  1.997027645091805e-05 
-1.203999999999805e-02  1.650000000000000e+00  1.643980000000001e+00  1.656019999999999e+00  2.330247075304497e-07  1.997027585926637e-05 
-1.203899999999836e-02  1.650000000000000e+00  1.643980500000001e+00  1.656019499999999e+00  2.330247252136895e-07  1.997027574216976e-05 
-1.203799999999822e-02  1.650000000000000e+00  1.643981000000001e+00  1.656018999999999e+00  2.330247428729606e-07  1.997027564688523e-05 
-1.203699999999808e-02  1.650000000000000e+00  1.643981500000001e+00  1.656018499999999e+00  2.330247605543254e-07  1.997027576442814e-05 
-1.203599999999838e-02  1.650000000000000e+00  1.643982000000001e+00  1.656017999999999e+00  2.330247781978381e-07  1.997027500816808e-05 
-1.203499999999824e-02  1.650000000000000e+00  1.643982500000001e+00  1.656017499999999e+00  2.330247959137375e-07  1.997027519052454e-05 
-1.203399999999810e-02  1.650000000000000e+00  1.643983000000001e+00  1.656016999999999e+00  2.330248136125740e-07  1.997027481828350e-05 
-1.203299999999841e-02  1.650000000000000e+00  1.643983500000001e+00  1.656016499999999e+00  2.330248313245832e-07  1.997027490013633e-05 
-1.203199999999827e-02  1.650000000000000e+00  1.643984000000001e+00  1.656015999999999e+00  2.330248490535497e-07  1.997027500380352e-05 
-1.203099999999813e-02  1.650000000000000e+00  1.643984500000001e+00  1.656015499999999e+00  2.330248667713093e-07  1.997027448422594e-05 
-1.202999999999843e-02  1.650000000000000e+00  1.643985000000001e+00  1.656014999999999e+00  2.330248845138168e-07  1.997027471410261e-05 
-1.202899999999829e-02  1.650000000000000e+00  1.643985500000001e+00  1.656014499999999e+00  2.330249022447188e-07  1.997027457652438e-05 
-1.202799999999815e-02  1.650000000000000e+00  1.643986000000001e+00  1.656013999999999e+00  2.330249199884325e-07  1.997027433845608e-05 
-1.202699999999846e-02  1.650000000000000e+00  1.643986500000001e+00  1.656013499999999e+00  2.330249377424239e-07  1.997027432117126e-05 
-1.202599999999832e-02  1.650000000000000e+00  1.643987000000001e+00  1.656012999999999e+00  2.330249554975730e-07  1.997027390073060e-05 
-1.202499999999818e-02  1.650000000000000e+00  1.643987500000001e+00  1.656012499999999e+00  2.330249733054832e-07  1.997027425883867e-05 
-1.202399999999848e-02  1.650000000000000e+00  1.643988000000001e+00  1.656011999999999e+00  2.330249910871673e-07  1.997027392890180e-05 
-1.202299999999834e-02  1.650000000000000e+00  1.643988500000001e+00  1.656011499999999e+00  2.330250088532057e-07  1.997027332406345e-05 
-1.202199999999820e-02  1.650000000000000e+00  1.643989000000001e+00  1.656010999999999e+00  2.330250266332405e-07  1.997027358963537e-05 
-1.202099999999806e-02  1.650000000000000e+00  1.643989500000001e+00  1.656010499999999e+00  2.330250444583578e-07  1.997027331062538e-05 
-1.201999999999837e-02  1.650000000000000e+00  1.643990000000001e+00  1.656009999999999e+00  2.330250622734773e-07  1.997027317896574e-05 
-1.201899999999823e-02  1.650000000000000e+00  1.643990500000001e+00  1.656009499999999e+00  2.330250800734981e-07  1.997027334607659e-05 
-1.201799999999809e-02  1.650000000000000e+00  1.643991000000001e+00  1.656008999999999e+00  2.330250979338211e-07  1.997027338495266e-05 
-1.201699999999839e-02  1.650000000000000e+00  1.643991500000001e+00  1.656008499999999e+00  2.330251157629265e-07  1.997027329694178e-05 
-1.201599999999825e-02  1.650000000000000e+00  1.643992000000001e+00  1.656007999999999e+00  2.330251335835834e-07  1.997027272051477e-05 
-1.201499999999811e-02  1.650000000000000e+00  1.643992500000001e+00  1.656007499999999e+00  2.330251514769617e-07  1.997027265298131e-05 
-1.201399999999841e-02  1.650000000000000e+00  1.643993000000001e+00  1.656006999999999e+00  2.330251693315103e-07  1.997027260066292e-05 
-1.201299999999828e-02  1.650000000000000e+00  1.643993500000001e+00  1.656006499999999e+00  2.330251871877688e-07  1.997027237578598e-05 
-1.201199999999814e-02  1.650000000000000e+00  1.643994000000001e+00  1.656005999999999e+00  2.330252050680688e-07  1.997027229505909e-05 
-1.201099999999844e-02  1.650000000000000e+00  1.643994500000001e+00  1.656005499999999e+00  2.330252229828381e-07  1.997027211585485e-05 
-1.200999999999830e-02  1.650000000000000e+00  1.643995000000001e+00  1.656004999999999e+00  2.330252408796419e-07  1.997027193394611e-05 
-1.200899999999816e-02  1.650000000000000e+00  1.643995500000001e+00  1.656004499999999e+00  2.330252587648686e-07  1.997027154125759e-05 
-1.200799999999846e-02  1.650000000000000e+00  1.643996000000001e+00  1.656003999999999e+00  2.330252767113313e-07  1.997027161649920e-05 
-1.200699999999832e-02  1.650000000000000e+00  1.643996500000001e+00  1.656003499999999e+00  2.330252946015389e-07  1.997027131497872e-05 
-1.200599999999818e-02  1.650000000000000e+00  1.643997000000001e+00  1.656002999999999e+00  2.330253125422279e-07  1.997027119855731e-05 
-1.200499999999849e-02  1.650000000000000e+00  1.643997500000001e+00  1.656002499999999e+00  2.330253305082261e-07  1.997027120967916e-05 
-1.200399999999835e-02  1.650000000000000e+00  1.643998000000001e+00  1.656001999999999e+00  2.330253484380804e-07  1.997027101457228e-05 
-1.200299999999821e-02  1.650000000000000e+00  1.643998500000001e+00  1.656001499999999e+00  2.330253663414855e-07  1.997027116053805e-05 
-1.200199999999807e-02  1.650000000000000e+00  1.643999000000001e+00  1.656000999999999e+00  2.330253843489063e-07  1.997027126420852e-05 
-1.200099999999837e-02  1.650000000000000e+00  1.643999500000001e+00  1.656000499999999e+00  2.330254023164170e-07  1.997027062297493e-05 
-1.199999999999823e-02  1.650000000000000e+00  1.644000000000001e+00  1.655999999999999e+00  2.330254202856058e-07  1.997027044242730e-05 
-1.199899999999809e-02  1.650000000000000e+00  1.644000500000001e+00  1.655999499999999e+00  2.330254382786613e-07  1.997027021958408e-05 
-1.199799999999840e-02  1.650000000000000e+00  1.644001000000001e+00  1.655998999999999e+00  2.330254562676238e-07  1.997027005290163e-05 
-1.199699999999826e-02  1.650000000000000e+00  1.644001500000001e+00  1.655998499999999e+00  2.330254742904522e-07  1.997027018431392e-05 
-1.199599999999812e-02  1.650000000000000e+00  1.644002000000001e+00  1.655997999999999e+00  2.330254922995431e-07  1.997026983390123e-05 
-1.199499999999842e-02  1.650000000000000e+00  1.644002500000001e+00  1.655997499999999e+00  2.330255102912616e-07  1.997026928386976e-05 
-1.199399999999828e-02  1.650000000000000e+00  1.644003000000001e+00  1.655996999999999e+00  2.330255283256119e-07  1.997026962811046e-05 
-1.199299999999814e-02  1.650000000000000e+00  1.644003500000001e+00  1.655996499999999e+00  2.330255463684647e-07  1.997026953940658e-05 
-1.199199999999845e-02  1.650000000000000e+00  1.644004000000001e+00  1.655995999999999e+00  2.330255643878805e-07  1.997026910374223e-05 
-1.199099999999831e-02  1.650000000000000e+00  1.644004500000001e+00  1.655995499999999e+00  2.330255824586960e-07  1.997026861917802e-05 
-1.198999999999817e-02  1.650000000000000e+00  1.644005000000001e+00  1.655994999999999e+00  2.330256005118446e-07  1.997026892044175e-05 
-1.198899999999847e-02  1.650000000000000e+00  1.644005500000001e+00  1.655994499999999e+00  2.330256185888922e-07  1.997026865462030e-05 
-1.198799999999833e-02  1.650000000000000e+00  1.644006000000001e+00  1.655993999999999e+00  2.330256366607206e-07  1.997026849521045e-05 
-1.198699999999819e-02  1.650000000000000e+00  1.644006500000001e+00  1.655993499999999e+00  2.330256547174289e-07  1.997026810978549e-05 
-1.198599999999850e-02  1.650000000000000e+00  1.644007000000001e+00  1.655992999999999e+00  2.330256728449516e-07  1.997026816320391e-05 
-1.198499999999836e-02  1.650000000000000e+00  1.644007500000001e+00  1.655992499999999e+00  2.330256909361732e-07  1.997026798924315e-05 
-1.198399999999822e-02  1.650000000000000e+00  1.644008000000001e+00  1.655991999999999e+00  2.330257090611517e-07  1.997026802219248e-05 
-1.198299999999852e-02  1.650000000000000e+00  1.644008500000001e+00  1.655991499999999e+00  2.330257271640473e-07  1.997026763608263e-05 
-1.198199999999838e-02  1.650000000000000e+00  1.644009000000001e+00  1.655990999999999e+00  2.330257452948430e-07  1.997026754079708e-05 
-1.198099999999824e-02  1.650000000000000e+00  1.644009500000001e+00  1.655990499999999e+00  2.330257634451773e-07  1.997026740321028e-05 
-1.197999999999810e-02  1.650000000000000e+00  1.644010000000001e+00  1.655989999999999e+00  2.330257815691703e-07  1.997026738523317e-05 
-1.197899999999841e-02  1.650000000000000e+00  1.644010500000001e+00  1.655989499999999e+00  2.330257997417634e-07  1.997026711281250e-05 
-1.197799999999827e-02  1.650000000000000e+00  1.644011000000001e+00  1.655988999999999e+00  2.330258178885801e-07  1.997026706709306e-05 
-1.197699999999813e-02  1.650000000000000e+00  1.644011500000001e+00  1.655988499999999e+00  2.330258360896268e-07  1.997026719917593e-05 
-1.197599999999843e-02  1.650000000000000e+00  1.644012000000001e+00  1.655987999999999e+00  2.330258542695206e-07  1.997026699746421e-05 
-1.197499999999829e-02  1.650000000000000e+00  1.644012500000001e+00  1.655987499999999e+00  2.330258724271365e-07  1.997026678054091e-05 
-1.197399999999815e-02  1.650000000000000e+00  1.644013000000001e+00  1.655986999999999e+00  2.330258906220347e-07  1.997026655837183e-05 
-1.197299999999846e-02  1.650000000000000e+00  1.644013500000001e+00  1.655986499999999e+00  2.330259088289567e-07  1.997026632164219e-05 
-1.197199999999832e-02  1.650000000000000e+00  1.644014000000001e+00  1.655985999999999e+00  2.330259270390677e-07  1.997026626272381e-05 
-1.197099999999818e-02  1.650000000000000e+00  1.644014500000001e+00  1.655985499999999e+00  2.330259452651412e-07  1.997026598894850e-05 
-1.196999999999848e-02  1.650000000000000e+00  1.644015000000001e+00  1.655984999999999e+00  2.330259634779107e-07  1.997026583021888e-05 
-1.196899999999834e-02  1.650000000000000e+00  1.644015500000001e+00  1.655984499999999e+00  2.330259817167640e-07  1.997026582543308e-05 
-1.196799999999820e-02  1.650000000000000e+00  1.644016000000001e+00  1.655983999999999e+00  2.330259999685092e-07  1.997026582336474e-05 
-1.196699999999851e-02  1.650000000000000e+00  1.644016500000001e+00  1.655983499999999e+00  2.330260182191521e-07  1.997026593361409e-05 
-1.196599999999837e-02  1.650000000000000e+00  1.644017000000001e+00  1.655982999999999e+00  2.330260364958699e-07  1.997026520644509e-05 
-1.196499999999823e-02  1.650000000000000e+00  1.644017500000001e+00  1.655982499999999e+00  2.330260546959714e-07  1.997026481238608e-05 
-1.196399999999853e-02  1.650000000000000e+00  1.644018000000001e+00  1.655981999999999e+00  2.330260730113767e-07  1.997026489423071e-05 
-1.196299999999839e-02  1.650000000000000e+00  1.644018500000001e+00  1.655981499999999e+00  2.330260912902223e-07  1.997026454516350e-05 
-1.196199999999825e-02  1.650000000000000e+00  1.644019000000001e+00  1.655980999999999e+00  2.330261095951104e-07  1.997026488211440e-05 
-1.196099999999811e-02  1.650000000000000e+00  1.644019500000001e+00  1.655980499999999e+00  2.330261278912305e-07  1.997026455945094e-05 
-1.195999999999842e-02  1.650000000000000e+00  1.644020000000001e+00  1.655979999999999e+00  2.330261462259272e-07  1.997026469812852e-05 
-1.195899999999828e-02  1.650000000000000e+00  1.644020500000001e+00  1.655979499999999e+00  2.330261645327556e-07  1.997026461010489e-05 
-1.195799999999814e-02  1.650000000000000e+00  1.644021000000001e+00  1.655978999999999e+00  2.330261828221356e-07  1.997026394113433e-05 
-1.195699999999844e-02  1.650000000000000e+00  1.644021500000001e+00  1.655978499999999e+00  2.330262011975543e-07  1.997026389609057e-05 
-1.195599999999830e-02  1.650000000000000e+00  1.644022000000001e+00  1.655977999999999e+00  2.330262195387412e-07  1.997026399178756e-05 
-1.195499999999816e-02  1.650000000000000e+00  1.644022500000001e+00  1.655977499999999e+00  2.330262378816034e-07  1.997026358385521e-05 
-1.195399999999847e-02  1.650000000000000e+00  1.644023000000001e+00  1.655976999999999e+00  2.330262562258102e-07  1.997026335373083e-05 
-1.195299999999833e-02  1.650000000000000e+00  1.644023500000001e+00  1.655976499999999e+00  2.330262746211708e-07  1.997026320226928e-05 
-1.195199999999819e-02  1.650000000000000e+00  1.644024000000001e+00  1.655975999999999e+00  2.330262930007481e-07  1.997026321997921e-05 
-1.195099999999849e-02  1.650000000000000e+00  1.644024500000001e+00  1.655975499999999e+00  2.330263113810264e-07  1.997026316038326e-05 
-1.194999999999835e-02  1.650000000000000e+00  1.644025000000001e+00  1.655974999999999e+00  2.330263297445031e-07  1.997026331292984e-05 
-1.194899999999821e-02  1.650000000000000e+00  1.644025500000001e+00  1.655974499999999e+00  2.330263481531478e-07  1.997026315487311e-05 
-1.194799999999852e-02  1.650000000000000e+00  1.644026000000001e+00  1.655973999999999e+00  2.330263665589094e-07  1.997026274760900e-05 
-1.194699999999838e-02  1.650000000000000e+00  1.644026500000001e+00  1.655973499999999e+00  2.330263850238270e-07  1.997026297882895e-05 
-1.194599999999824e-02  1.650000000000000e+00  1.644027000000001e+00  1.655972999999999e+00  2.330264034132888e-07  1.997026250676530e-05 
-1.194499999999854e-02  1.650000000000000e+00  1.644027500000001e+00  1.655972499999999e+00  2.330264218737477e-07  1.997026222775990e-05 
-1.194399999999840e-02  1.650000000000000e+00  1.644028000000001e+00  1.655971999999999e+00  2.330264403108975e-07  1.997026245828904e-05 
-1.194299999999826e-02  1.650000000000000e+00  1.644028500000001e+00  1.655971499999999e+00  2.330264587229770e-07  1.997026198623353e-05 
-1.194199999999812e-02  1.650000000000000e+00  1.644029000000001e+00  1.655970999999999e+00  2.330264772075554e-07  1.997026204692484e-05 
-1.194099999999843e-02  1.650000000000000e+00  1.644029500000001e+00  1.655970499999999e+00  2.330264956808847e-07  1.997026187363031e-05 
-1.193999999999829e-02  1.650000000000000e+00  1.644030000000001e+00  1.655969999999999e+00  2.330265141472433e-07  1.997026165872141e-05 
-1.193899999999815e-02  1.650000000000000e+00  1.644030500000001e+00  1.655969499999999e+00  2.330265326498378e-07  1.997026171213687e-05 
-1.193799999999845e-02  1.650000000000000e+00  1.644031000000001e+00  1.655968999999999e+00  2.330265511358097e-07  1.997026133261910e-05 
-1.193699999999831e-02  1.650000000000000e+00  1.644031500000001e+00  1.655968499999999e+00  2.330265696700190e-07  1.997026145742648e-05 
-1.193599999999817e-02  1.650000000000000e+00  1.644032000000001e+00  1.655967999999999e+00  2.330265881925813e-07  1.997026135484234e-05 
-1.193499999999847e-02  1.650000000000000e+00  1.644032500000001e+00  1.655967499999999e+00  2.330266066658005e-07  1.997026082730016e-05 
-1.193399999999833e-02  1.650000000000000e+00  1.644033000000001e+00  1.655966999999999e+00  2.330266252349525e-07  1.997026122109869e-05 
-1.193299999999820e-02  1.650000000000000e+00  1.644033500000001e+00  1.655966499999999e+00  2.330266437307059e-07  1.997026092024128e-05 
-1.193199999999850e-02  1.650000000000000e+00  1.644034000000001e+00  1.655965999999999e+00  2.330266622684520e-07  1.997026042772104e-05 
-1.193099999999836e-02  1.650000000000000e+00  1.644034500000001e+00  1.655965499999999e+00  2.330266808495045e-07  1.997026048908202e-05 
-1.192999999999822e-02  1.650000000000000e+00  1.644035000000001e+00  1.655964999999999e+00  2.330266993978620e-07  1.997026012410797e-05 
-1.192899999999852e-02  1.650000000000000e+00  1.644035500000001e+00  1.655964499999999e+00  2.330267179918915e-07  1.997026025551294e-05 
-1.192799999999838e-02  1.650000000000000e+00  1.644036000000001e+00  1.655963999999999e+00  2.330267365358007e-07  1.997026022364764e-05 
-1.192699999999824e-02  1.650000000000000e+00  1.644036500000001e+00  1.655963499999999e+00  2.330267551337531e-07  1.997026002193970e-05 
-1.192599999999855e-02  1.650000000000000e+00  1.644037000000001e+00  1.655962999999999e+00  2.330267737626201e-07  1.997025995573743e-05 
-1.192499999999841e-02  1.650000000000000e+00  1.644037500000001e+00  1.655962499999999e+00  2.330267923126699e-07  1.997025937726077e-05 
-1.192399999999827e-02  1.650000000000000e+00  1.644038000000001e+00  1.655961999999999e+00  2.330268109602518e-07  1.997025953049893e-05 
-1.192299999999813e-02  1.650000000000000e+00  1.644038500000001e+00  1.655961499999999e+00  2.330268295996355e-07  1.997025938629287e-05 
-1.192199999999843e-02  1.650000000000000e+00  1.644039000000001e+00  1.655960999999999e+00  2.330268481694025e-07  1.997025880782156e-05 
-1.192099999999829e-02  1.650000000000000e+00  1.644039500000001e+00  1.655960499999999e+00  2.330268668550541e-07  1.997025900537651e-05 
-1.191999999999815e-02  1.650000000000000e+00  1.644040000000001e+00  1.655959999999999e+00  2.330268854731645e-07  1.997025888756196e-05 
-1.191899999999846e-02  1.650000000000000e+00  1.644040500000001e+00  1.655959499999999e+00  2.330269041162550e-07  1.997025890460483e-05 
-1.191799999999832e-02  1.650000000000000e+00  1.644041000000001e+00  1.655958999999999e+00  2.330269228122265e-07  1.997025916491353e-05 
-1.191699999999818e-02  1.650000000000000e+00  1.644041500000001e+00  1.655958499999999e+00  2.330269414483681e-07  1.997025823285433e-05 
-1.191599999999848e-02  1.650000000000000e+00  1.644042000000001e+00  1.655957999999999e+00  2.330269601608349e-07  1.997025856981300e-05 
-1.191499999999834e-02  1.650000000000000e+00  1.644042500000001e+00  1.655957499999999e+00  2.330269788156428e-07  1.997025830464467e-05 
-1.191399999999820e-02  1.650000000000000e+00  1.644043000000001e+00  1.655956999999999e+00  2.330269975335646e-07  1.997025844332399e-05 
-1.191299999999851e-02  1.650000000000000e+00  1.644043500000001e+00  1.655956499999999e+00  2.330270162129982e-07  1.997025772409124e-05 
-1.191199999999837e-02  1.650000000000000e+00  1.644044000000001e+00  1.655955999999999e+00  2.330270349500950e-07  1.997025791301476e-05 
-1.191099999999823e-02  1.650000000000000e+00  1.644044500000001e+00  1.655955499999999e+00  2.330270536774149e-07  1.997025802325346e-05 
-1.190999999999853e-02  1.650000000000000e+00  1.644045000000001e+00  1.655954999999999e+00  2.330270723920309e-07  1.997025782086187e-05 
-1.190899999999839e-02  1.650000000000000e+00  1.644045500000001e+00  1.655954499999999e+00  2.330270911564725e-07  1.997025761915163e-05 
-1.190799999999825e-02  1.650000000000000e+00  1.644046000000001e+00  1.655953999999999e+00  2.330271098694366e-07  1.997025689991811e-05 
-1.190699999999856e-02  1.650000000000000e+00  1.644046500000001e+00  1.655953499999999e+00  2.330271286654185e-07  1.997025693218240e-05 
-1.190599999999842e-02  1.650000000000000e+00  1.644047000000001e+00  1.655952999999999e+00  2.330271474026974e-07  1.997025674568656e-05 
-1.190499999999828e-02  1.650000000000000e+00  1.644047500000001e+00  1.655952499999999e+00  2.330271661561361e-07  1.997025655056893e-05 
-1.190399999999814e-02  1.650000000000000e+00  1.644048000000001e+00  1.655951999999999e+00  2.330271849901439e-07  1.997025642092759e-05 
-1.190299999999844e-02  1.650000000000000e+00  1.644048500000001e+00  1.655951499999999e+00  2.330272037740468e-07  1.997025645249725e-05 
-1.190199999999830e-02  1.650000000000000e+00  1.644049000000001e+00  1.655950999999999e+00  2.330272225530748e-07  1.997025622963833e-05 
-1.190099999999816e-02  1.650000000000000e+00  1.644049500000001e+00  1.655950499999999e+00  2.330272413575117e-07  1.997025611978594e-05 
-1.189999999999847e-02  1.650000000000000e+00  1.644050000000001e+00  1.655949999999999e+00  2.330272601803699e-07  1.997025625253356e-05 
-1.189899999999833e-02  1.650000000000000e+00  1.644050500000001e+00  1.655949499999999e+00  2.330272790340697e-07  1.997025612220420e-05 
-1.189799999999819e-02  1.650000000000000e+00  1.644051000000001e+00  1.655948999999999e+00  2.330272978595613e-07  1.997025603281956e-05 
-1.189699999999849e-02  1.650000000000000e+00  1.644051500000001e+00  1.655948499999999e+00  2.330273166600823e-07  1.997025536976111e-05 
-1.189599999999835e-02  1.650000000000000e+00  1.644052000000001e+00  1.655947999999999e+00  2.330273355308026e-07  1.997025549591396e-05 
-1.189499999999821e-02  1.650000000000000e+00  1.644052500000001e+00  1.655947499999999e+00  2.330273543813800e-07  1.997025528622918e-05 
-1.189399999999852e-02  1.650000000000000e+00  1.644053000000001e+00  1.655946999999999e+00  2.330273732468145e-07  1.997025519093710e-05 
-1.189299999999838e-02  1.650000000000000e+00  1.644053500000001e+00  1.655946499999999e+00  2.330273920823129e-07  1.997025487485077e-05 
-1.189199999999824e-02  1.650000000000000e+00  1.644054000000001e+00  1.655945999999999e+00  2.330274109799390e-07  1.997025492166249e-05 
-1.189099999999854e-02  1.650000000000000e+00  1.644054500000001e+00  1.655945499999999e+00  2.330274298874749e-07  1.997025467831830e-05 
-1.188999999999840e-02  1.650000000000000e+00  1.644055000000001e+00  1.655944999999999e+00  2.330274487834454e-07  1.997025483813082e-05 
-1.188899999999826e-02  1.650000000000000e+00  1.644055500000001e+00  1.655944499999999e+00  2.330274677357706e-07  1.997025467278715e-05 
-1.188799999999857e-02  1.650000000000000e+00  1.644056000000001e+00  1.655943999999999e+00  2.330274866486094e-07  1.997025435669944e-05 
-1.188699999999843e-02  1.650000000000000e+00  1.644056500000001e+00  1.655943499999999e+00  2.330275055491093e-07  1.997025443920358e-05 
-1.188599999999829e-02  1.650000000000000e+00  1.644057000000001e+00  1.655942999999999e+00  2.330275244917095e-07  1.997025400350994e-05 
-1.188499999999859e-02  1.650000000000000e+00  1.644057500000001e+00  1.655942499999999e+00  2.330275434402712e-07  1.997025373699356e-05 
-1.188399999999845e-02  1.650000000000000e+00  1.644058000000001e+00  1.655941999999999e+00  2.330275623540098e-07  1.997025362122519e-05 
-1.188299999999831e-02  1.650000000000000e+00  1.644058500000001e+00  1.655941499999999e+00  2.330275813557320e-07  1.997025372418836e-05 
-1.188199999999817e-02  1.650000000000000e+00  1.644059000000001e+00  1.655940999999999e+00  2.330276002824386e-07  1.997025323892591e-05 
-1.188099999999848e-02  1.650000000000000e+00  1.644059500000001e+00  1.655940499999999e+00  2.330276192791253e-07  1.997025324343996e-05 
-1.187999999999834e-02  1.650000000000000e+00  1.644060000000001e+00  1.655939999999999e+00  2.330276382548740e-07  1.997025298486820e-05 
-1.187899999999820e-02  1.650000000000000e+00  1.644060500000001e+00  1.655939499999999e+00  2.330276572497491e-07  1.997025272630934e-05 
-1.187799999999850e-02  1.650000000000000e+00  1.644061000000001e+00  1.655938999999999e+00  2.330276762829702e-07  1.997025270307025e-05 
-1.187699999999836e-02  1.650000000000000e+00  1.644061500000001e+00  1.655938499999999e+00  2.330276952729824e-07  1.997025248611540e-05 
-1.187599999999822e-02  1.650000000000000e+00  1.644062000000001e+00  1.655937999999999e+00  2.330277143135442e-07  1.997025251905761e-05 
-1.187499999999853e-02  1.650000000000000e+00  1.644062500000001e+00  1.655937499999999e+00  2.330277332992490e-07  1.997025238076509e-05 
-1.187399999999839e-02  1.650000000000000e+00  1.644063000000001e+00  1.655936999999999e+00  2.330277523815901e-07  1.997025220747634e-05 
-1.187299999999825e-02  1.650000000000000e+00  1.644063500000001e+00  1.655936499999999e+00  2.330277713937174e-07  1.997025164489046e-05 
-1.187199999999855e-02  1.650000000000000e+00  1.644064000000001e+00  1.655935999999999e+00  2.330277904761787e-07  1.997025217351196e-05 
-1.187099999999841e-02  1.650000000000000e+00  1.644064500000001e+00  1.655935499999999e+00  2.330278095514157e-07  1.997025208547309e-05 
-1.186999999999827e-02  1.650000000000000e+00  1.644065000000001e+00  1.655934999999999e+00  2.330278285828868e-07  1.997025182623138e-05 
-1.186899999999858e-02  1.650000000000000e+00  1.644065500000001e+00  1.655934499999999e+00  2.330278476606491e-07  1.997025159744716e-05 
-1.186799999999844e-02  1.650000000000000e+00  1.644066000000001e+00  1.655933999999999e+00  2.330278667669708e-07  1.997025132500210e-05 
-1.186699999999830e-02  1.650000000000000e+00  1.644066500000001e+00  1.655933499999999e+00  2.330278858801119e-07  1.997025159782349e-05 
-1.186599999999860e-02  1.650000000000000e+00  1.644067000000001e+00  1.655932999999999e+00  2.330279049771640e-07  1.997025151705996e-05 
-1.186499999999846e-02  1.650000000000000e+00  1.644067500000001e+00  1.655932499999999e+00  2.330279240934105e-07  1.997025121619665e-05 
-1.186399999999832e-02  1.650000000000000e+00  1.644068000000001e+00  1.655931999999999e+00  2.330279431808061e-07  1.997025072298748e-05 
-1.186299999999818e-02  1.650000000000000e+00  1.644068500000001e+00  1.655931499999999e+00  2.330279623339470e-07  1.997025014586366e-05 
-1.186199999999848e-02  1.650000000000000e+00  1.644069000000001e+00  1.655930999999999e+00  2.330279814996473e-07  1.997025052576657e-05 
-1.186099999999835e-02  1.650000000000000e+00  1.644069500000001e+00  1.655930499999999e+00  2.330280006744714e-07  1.997025053026582e-05 
-1.185999999999821e-02  1.650000000000000e+00  1.644070000000001e+00  1.655929999999999e+00  2.330280197870392e-07  1.997024991743951e-05 
-1.185899999999851e-02  1.650000000000000e+00  1.644070500000001e+00  1.655929499999999e+00  2.330280389480202e-07  1.997025022731689e-05 
-1.185799999999837e-02  1.650000000000000e+00  1.644071000000001e+00  1.655928999999999e+00  2.330280581407421e-07  1.997025032367642e-05 
-1.185699999999823e-02  1.650000000000000e+00  1.644071500000001e+00  1.655928499999999e+00  2.330280772967901e-07  1.997024966652424e-05 
-1.185599999999853e-02  1.650000000000000e+00  1.644072000000001e+00  1.655927999999999e+00  2.330280965102774e-07  1.997024989909592e-05 
-1.185499999999839e-02  1.650000000000000e+00  1.644072500000001e+00  1.655927499999999e+00  2.330281157227146e-07  1.997024964051100e-05 
-1.185399999999825e-02  1.650000000000000e+00  1.644073000000001e+00  1.655926999999999e+00  2.330281348990950e-07  1.997024947380747e-05 
-1.185299999999856e-02  1.650000000000000e+00  1.644073500000001e+00  1.655926499999999e+00  2.330281541501918e-07  1.997024920864603e-05 
-1.185199999999842e-02  1.650000000000000e+00  1.644074000000001e+00  1.655925999999999e+00  2.330281733605686e-07  1.997024888731150e-05 
-1.185099999999828e-02  1.650000000000000e+00  1.644074500000001e+00  1.655925499999999e+00  2.330281926124272e-07  1.997024893342611e-05 
-1.184999999999858e-02  1.650000000000000e+00  1.644075000000001e+00  1.655924999999999e+00  2.330282118527580e-07  1.997024875284845e-05 
-1.184899999999844e-02  1.650000000000000e+00  1.644075500000001e+00  1.655924499999999e+00  2.330282310802576e-07  1.997024872098110e-05 
-1.184799999999830e-02  1.650000000000000e+00  1.644076000000001e+00  1.655923999999999e+00  2.330282503567589e-07  1.997024819341835e-05 
-1.184699999999861e-02  1.650000000000000e+00  1.644076500000001e+00  1.655923499999999e+00  2.330282696198172e-07  1.997024843917072e-05 
-1.184599999999847e-02  1.650000000000000e+00  1.644077000000001e+00  1.655922999999999e+00  2.330282889278743e-07  1.997024852825059e-05 
