Corner,Process,Environment,AVDD_V,Temperature_C,Electrode,Parameter,Unit,Value
SFNOMTL,SF,NOMTL,3.3,-40,BAL,"THD @ 60 Hz, 5 mVpp",%,2.981e-05
SFNOMTL,SF,NOMTL,3.3,-40,BAL,"RLD gain",V/V,4.999
SFNOMTL,SF,NOMTL,3.3,-40,BAL,"RLD -3 dB bandwidth",Hz,163.964
SFNOMTL,SF,NOMTL,3.3,-40,BAL,"RLD phase margin",deg,65.782
SFNOMTL,SF,NOMTL,3.3,-40,BAL,"Input CM suppression @ 60 Hz",dB,37.127
SFNOMTL,SF,NOMTL,3.3,-40,BAL,"Input CM suppression @ 150 Hz",dB,27.314
SFNOMTH,SF,NOMTH,3.3,125,BAL,"AVDD",V,3.300
SFNOMTH,SF,NOMTH,3.3,125,BAL,"Temperature",C,125.000
SFNOMTH,SF,NOMTH,3.3,125,BAL,"S1 target gain",V/V,60.000
SFNOMTH,SF,NOMTH,3.3,125,BAL,"S2 target gain",V/V,4.000
SFNOMTH,SF,NOMTH,3.3,125,BAL,"INA target gain",V/V,240.000
SFNOMTH,SF,NOMTH,3.3,125,BAL,"Total current",mA,4.359
SFNOMTH,SF,NOMTH,3.3,125,BAL,"Total power",mW,14.385
SFNOMTH,SF,NOMTH,3.3,125,BAL,"Output CM error",mV,9.520
SFNOMTH,SF,NOMTH,3.3,125,BAL,"Input-referred offset",uV,0.001
SFNOMTH,SF,NOMTH,3.3,125,BAL,"S1 gain",V/V,60.010
SFNOMTH,SF,NOMTH,3.3,125,BAL,"S1 gain dB",dB,35.564
SFNOMTH,SF,NOMTH,3.3,125,BAL,"S1 gain error",%,0.016
SFNOMTH,SF,NOMTH,3.3,125,BAL,"S1 -3 dB bandwidth",kHz,222.179
SFNOMTH,SF,NOMTH,3.3,125,BAL,"S2 gain",V/V,4.001
SFNOMTH,SF,NOMTH,3.3,125,BAL,"S2 gain dB",dB,12.043
SFNOMTH,SF,NOMTH,3.3,125,BAL,"S2 gain error",%,0.019
SFNOMTH,SF,NOMTH,3.3,125,BAL,"S2 -3 dB bandwidth",MHz,2.284
SFNOMTH,SF,NOMTH,3.3,125,BAL,"INA gain",V/V,240.085
SFNOMTH,SF,NOMTH,3.3,125,BAL,"INA gain dB",dB,47.607
SFNOMTH,SF,NOMTH,3.3,125,BAL,"INA gain error",%,0.035
SFNOMTH,SF,NOMTH,3.3,125,BAL,"Gain flatness 0.05-150 Hz",dB,1.987e-06
SFNOMTH,SF,NOMTH,3.3,125,BAL,"INA -3 dB bandwidth",kHz,220.151
SFNOMTH,SF,NOMTH,3.3,125,BAL,"Input range low",mV,-12.000
SFNOMTH,SF,NOMTH,3.3,125,BAL,"Input range high",mV,12.000
SFNOMTH,SF,NOMTH,3.3,125,BAL,"Output range low",V,-2.880
SFNOMTH,SF,NOMTH,3.3,125,BAL,"Output range high",V,2.880
SFNOMTH,SF,NOMTH,3.3,125,BAL,"INA CMRR @ 60 Hz",dB,221.935
SFNOMTH,SF,NOMTH,3.3,125,BAL,"INA CMRR @ 150 Hz",dB,221.989
SFNOMTH,SF,NOMTH,3.3,125,BAL,"INA PSRR+ @ 60 Hz",dB,206.003
SFNOMTH,SF,NOMTH,3.3,125,BAL,"INA PSRR+ @ 150 Hz",dB,206.001
SFNOMTH,SF,NOMTH,3.3,125,BAL,"INA PSRR- @ 60 Hz",dB,222.762
SFNOMTH,SF,NOMTH,3.3,125,BAL,"INA PSRR- @ 150 Hz",dB,222.681
SFNOMTH,SF,NOMTH,3.3,125,BAL,"Input-referred noise 0.05-150 Hz",uVrms,3.007
SFNOMTH,SF,NOMTH,3.3,125,BAL,"THD @ 60 Hz, 5 mVpp",%,5.293e-05
SFNOMTH,SF,NOMTH,3.3,125,BAL,"RLD gain",V/V,4.999
SFNOMTH,SF,NOMTH,3.3,125,BAL,"RLD -3 dB bandwidth",Hz,205.939
SFNOMTH,SF,NOMTH,3.3,125,BAL,"RLD phase margin",deg,62.124
SFNOMTH,SF,NOMTH,3.3,125,BAL,"Input CM suppression @ 60 Hz",dB,37.322
SFNOMTH,SF,NOMTH,3.3,125,BAL,"Input CM suppression @ 150 Hz",dB,28.139
SFVLTL,SF,VLTL,3,-40,BAL,"AVDD",V,3.000
SFVLTL,SF,VLTL,3,-40,BAL,"Temperature",C,-40.000
SFVLTL,SF,VLTL,3,-40,BAL,"S1 target gain",V/V,60.000
SFVLTL,SF,VLTL,3,-40,BAL,"S2 target gain",V/V,4.000
SFVLTL,SF,VLTL,3,-40,BAL,"INA target gain",V/V,240.000
SFVLTL,SF,VLTL,3,-40,BAL,"Total current",mA,2.949
SFVLTL,SF,VLTL,3,-40,BAL,"Total power",mW,8.847
SFVLTL,SF,VLTL,3,-40,BAL,"Output CM error",mV,-8.415
SFVLTL,SF,VLTL,3,-40,BAL,"Input-referred offset",uV,0.000
SFVLTL,SF,VLTL,3,-40,BAL,"S1 gain",V/V,59.971
SFVLTL,SF,VLTL,3,-40,BAL,"S1 gain dB",dB,35.559
SFVLTL,SF,VLTL,3,-40,BAL,"S1 gain error",%,-0.048
SFVLTL,SF,VLTL,3,-40,BAL,"S1 -3 dB bandwidth",kHz,262.469
SFVLTL,SF,VLTL,3,-40,BAL,"S2 gain",V/V,3.999
SFVLTL,SF,VLTL,3,-40,BAL,"S2 gain dB",dB,12.040
SFVLTL,SF,VLTL,3,-40,BAL,"S2 gain error",%,-0.015
SFVLTL,SF,VLTL,3,-40,BAL,"S2 -3 dB bandwidth",MHz,2.658
SFVLTL,SF,VLTL,3,-40,BAL,"INA gain",V/V,239.847
SFVLTL,SF,VLTL,3,-40,BAL,"INA gain dB",dB,47.599
SFVLTL,SF,VLTL,3,-40,BAL,"INA gain error",%,-0.064
SFVLTL,SF,VLTL,3,-40,BAL,"Gain flatness 0.05-150 Hz",dB,1.429e-06
SFVLTL,SF,VLTL,3,-40,BAL,"INA -3 dB bandwidth",kHz,259.905
SFVLTL,SF,VLTL,3,-40,BAL,"Input range low",mV,-11.450
SFVLTL,SF,VLTL,3,-40,BAL,"Input range high",mV,11.450
SFVLTL,SF,VLTL,3,-40,BAL,"Output range low",V,-2.745
SFVLTL,SF,VLTL,3,-40,BAL,"Output range high",V,2.745
SFVLTL,SF,VLTL,3,-40,BAL,"INA CMRR @ 60 Hz",dB,227.199
SFVLTL,SF,VLTL,3,-40,BAL,"INA CMRR @ 150 Hz",dB,227.197
SFVLTL,SF,VLTL,3,-40,BAL,"INA PSRR+ @ 60 Hz",dB,197.439
SFVLTL,SF,VLTL,3,-40,BAL,"INA PSRR+ @ 150 Hz",dB,197.439
SFVLTL,SF,VLTL,3,-40,BAL,"INA PSRR- @ 60 Hz",dB,216.852
SFVLTL,SF,VLTL,3,-40,BAL,"INA PSRR- @ 150 Hz",dB,216.853
SFVLTL,SF,VLTL,3,-40,BAL,"Input-referred noise 0.05-150 Hz",uVrms,2.560
SFVLTL,SF,VLTL,3,-40,BAL,"THD @ 60 Hz, 5 mVpp",%,3.997e-05
SFVLTL,SF,VLTL,3,-40,BAL,"RLD gain",V/V,4.999
SFVLTL,SF,VLTL,3,-40,BAL,"RLD -3 dB bandwidth",Hz,163.958
SFVLTL,SF,VLTL,3,-40,BAL,"RLD phase margin",deg,65.777
SFVLTL,SF,VLTL,3,-40,BAL,"Input CM suppression @ 60 Hz",dB,37.122
SFVLTL,SF,VLTL,3,-40,BAL,"Input CM suppression @ 150 Hz",dB,27.310
SFVLTH,SF,VLTH,3,125,BAL,"AVDD",V,3.000
SFVLTH,SF,VLTH,3,125,BAL,"Temperature",C,125.000
SFVLTH,SF,VLTH,3,125,BAL,"S1 target gain",V/V,60.000
SFVLTH,SF,VLTH,3,125,BAL,"S2 target gain",V/V,4.000
SFVLTH,SF,VLTH,3,125,BAL,"INA target gain",V/V,240.000
SFVLTH,SF,VLTH,3,125,BAL,"Total current",mA,4.275
SFVLTH,SF,VLTH,3,125,BAL,"Total power",mW,12.825
SFVLTH,SF,VLTH,3,125,BAL,"Output CM error",mV,9.536
SFVLTH,SF,VLTH,3,125,BAL,"Input-referred offset",uV,0.001
SFVLTH,SF,VLTH,3,125,BAL,"S1 gain",V/V,60.001
SFVLTH,SF,VLTH,3,125,BAL,"S1 gain dB",dB,35.563
SFVLTH,SF,VLTH,3,125,BAL,"S1 gain error",%,0.002
SFVLTH,SF,VLTH,3,125,BAL,"S1 -3 dB bandwidth",kHz,218.456
SFVLTH,SF,VLTH,3,125,BAL,"S2 gain",V/V,4.001
SFVLTH,SF,VLTH,3,125,BAL,"S2 gain dB",dB,12.043
SFVLTH,SF,VLTH,3,125,BAL,"S2 gain error",%,0.017
SFVLTH,SF,VLTH,3,125,BAL,"S2 -3 dB bandwidth",MHz,2.246
SFVLTH,SF,VLTH,3,125,BAL,"INA gain",V/V,240.045
SFVLTH,SF,VLTH,3,125,BAL,"INA gain dB",dB,47.606
SFVLTH,SF,VLTH,3,125,BAL,"INA gain error",%,0.019
SFVLTH,SF,VLTH,3,125,BAL,"Gain flatness 0.05-150 Hz",dB,2.057e-06
SFVLTH,SF,VLTH,3,125,BAL,"INA -3 dB bandwidth",kHz,216.408
SFVLTH,SF,VLTH,3,125,BAL,"Input range low",mV,-10.750
SFVLTH,SF,VLTH,3,125,BAL,"Input range high",mV,10.750
SFVLTH,SF,VLTH,3,125,BAL,"Output range low",V,-2.579
SFVLTH,SF,VLTH,3,125,BAL,"Output range high",V,2.579
SFVLTH,SF,VLTH,3,125,BAL,"INA CMRR @ 60 Hz",dB,228.804
SFVLTH,SF,VLTH,3,125,BAL,"INA CMRR @ 150 Hz",dB,228.684
SFVLTH,SF,VLTH,3,125,BAL,"INA PSRR+ @ 60 Hz",dB,193.912
SFVLTH,SF,VLTH,3,125,BAL,"INA PSRR+ @ 150 Hz",dB,193.912
SFVLTH,SF,VLTH,3,125,BAL,"INA PSRR- @ 60 Hz",dB,223.871
SFVLTH,SF,VLTH,3,125,BAL,"INA PSRR- @ 150 Hz",dB,223.964
SFVLTH,SF,VLTH,3,125,BAL,"Input-referred noise 0.05-150 Hz",uVrms,3.011
SFVLTH,SF,VLTH,3,125,BAL,"THD @ 60 Hz, 5 mVpp",%,5.720e-05
SFVLTH,SF,VLTH,3,125,BAL,"RLD gain",V/V,4.999
SFVLTH,SF,VLTH,3,125,BAL,"RLD -3 dB bandwidth",Hz,205.928
SFVLTH,SF,VLTH,3,125,BAL,"RLD phase margin",deg,62.119
SFVLTH,SF,VLTH,3,125,BAL,"Input CM suppression @ 60 Hz",dB,37.318
SFVLTH,SF,VLTH,3,125,BAL,"Input CM suppression @ 150 Hz",dB,28.135
SFVHTL,SF,VHTL,3.6,-40,BAL,"AVDD",V,3.600
SFVHTL,SF,VHTL,3.6,-40,BAL,"Temperature",C,-40.000
SFVHTL,SF,VHTL,3.6,-40,BAL,"S1 target gain",V/V,60.000
SFVHTL,SF,VHTL,3.6,-40,BAL,"S2 target gain",V/V,4.000
SFVHTL,SF,VHTL,3.6,-40,BAL,"INA target gain",V/V,240.000
SFVHTL,SF,VHTL,3.6,-40,BAL,"Total current",mA,3.091
SFVHTL,SF,VHTL,3.6,-40,BAL,"Total power",mW,11.129
SFVHTL,SF,VHTL,3.6,-40,BAL,"Output CM error",mV,-8.377
SFVHTL,SF,VHTL,3.6,-40,BAL,"Input-referred offset",uV,0.001
SFVHTL,SF,VHTL,3.6,-40,BAL,"S1 gain",V/V,59.982
SFVHTL,SF,VHTL,3.6,-40,BAL,"S1 gain dB",dB,35.560
SFVHTL,SF,VHTL,3.6,-40,BAL,"S1 gain error",%,-0.031
SFVHTL,SF,VHTL,3.6,-40,BAL,"S1 -3 dB bandwidth",kHz,270.740
SFVHTL,SF,VHTL,3.6,-40,BAL,"S2 gain",V/V,3.999
SFVHTL,SF,VHTL,3.6,-40,BAL,"S2 gain dB",dB,12.040
SFVHTL,SF,VHTL,3.6,-40,BAL,"S2 gain error",%,-0.013
SFVHTL,SF,VHTL,3.6,-40,BAL,"S2 -3 dB bandwidth",MHz,2.734
SFVHTL,SF,VHTL,3.6,-40,BAL,"INA gain",V/V,239.895
SFVHTL,SF,VHTL,3.6,-40,BAL,"INA gain dB",dB,47.600
SFVHTL,SF,VHTL,3.6,-40,BAL,"INA gain error",%,-0.044
SFVHTL,SF,VHTL,3.6,-40,BAL,"Gain flatness 0.05-150 Hz",dB,1.342e-06
SFVHTL,SF,VHTL,3.6,-40,BAL,"INA -3 dB bandwidth",kHz,268.107
SFVHTL,SF,VHTL,3.6,-40,BAL,"Input range low",mV,-13.950
SFVHTL,SF,VHTL,3.6,-40,BAL,"Input range high",mV,13.950
SFVHTL,SF,VHTL,3.6,-40,BAL,"Output range low",V,-3.345
SFVHTL,SF,VHTL,3.6,-40,BAL,"Output range high",V,3.345
SFVHTL,SF,VHTL,3.6,-40,BAL,"INA CMRR @ 60 Hz",dB,216.088
SFVHTL,SF,VHTL,3.6,-40,BAL,"INA CMRR @ 150 Hz",dB,216.089
SFVHTL,SF,VHTL,3.6,-40,BAL,"INA PSRR+ @ 60 Hz",dB,201.383
SFVHTL,SF,VHTL,3.6,-40,BAL,"INA PSRR+ @ 150 Hz",dB,201.382
SFVHTL,SF,VHTL,3.6,-40,BAL,"INA PSRR- @ 60 Hz",dB,211.015
SFVHTL,SF,VHTL,3.6,-40,BAL,"INA PSRR- @ 150 Hz",dB,211.015
SFVHTL,SF,VHTL,3.6,-40,BAL,"Input-referred noise 0.05-150 Hz",uVrms,2.567
SFVHTL,SF,VHTL,3.6,-40,BAL,"THD @ 60 Hz, 5 mVpp",%,3.645e-05
SFVHTL,SF,VHTL,3.6,-40,BAL,"RLD gain",V/V,4.999
SFVHTL,SF,VHTL,3.6,-40,BAL,"RLD -3 dB bandwidth",Hz,163.971
SFVHTL,SF,VHTL,3.6,-40,BAL,"RLD phase margin",deg,65.787
SFVHTL,SF,VHTL,3.6,-40,BAL,"Input CM suppression @ 60 Hz",dB,37.130
SFVHTL,SF,VHTL,3.6,-40,BAL,"Input CM suppression @ 150 Hz",dB,27.318
SFVHTH,SF,VHTH,3.6,125,BAL,"AVDD",V,3.600
SFVHTH,SF,VHTH,3.6,125,BAL,"Temperature",C,125.000
SFVHTH,SF,VHTH,3.6,125,BAL,"S1 target gain",V/V,60.000
SFVHTH,SF,VHTH,3.6,125,BAL,"S2 target gain",V/V,4.000
SFVHTH,SF,VHTH,3.6,125,BAL,"INA target gain",V/V,240.000
SFVHTH,SF,VHTH,3.6,125,BAL,"Total current",mA,4.425
SFVHTH,SF,VHTH,3.6,125,BAL,"Total power",mW,15.930
SFVHTH,SF,VHTH,3.6,125,BAL,"Output CM error",mV,9.507
SFVHTH,SF,VHTH,3.6,125,BAL,"Input-referred offset",uV,0.000
SFVHTH,SF,VHTH,3.6,125,BAL,"S1 gain",V/V,60.016
SFVHTH,SF,VHTH,3.6,125,BAL,"S1 gain dB",dB,35.565
SFVHTH,SF,VHTH,3.6,125,BAL,"S1 gain error",%,0.026
SFVHTH,SF,VHTH,3.6,125,BAL,"S1 -3 dB bandwidth",kHz,225.035
SFVHTH,SF,VHTH,3.6,125,BAL,"S2 gain",V/V,4.001
SFVHTH,SF,VHTH,3.6,125,BAL,"S2 gain dB",dB,12.043
SFVHTH,SF,VHTH,3.6,125,BAL,"S2 gain error",%,0.020
SFVHTH,SF,VHTH,3.6,125,BAL,"S2 -3 dB bandwidth",MHz,2.311
SFVHTH,SF,VHTH,3.6,125,BAL,"INA gain",V/V,240.112
SFVHTH,SF,VHTH,3.6,125,BAL,"INA gain dB",dB,47.608
SFVHTH,SF,VHTH,3.6,125,BAL,"INA gain error",%,0.046
SFVHTH,SF,VHTH,3.6,125,BAL,"Gain flatness 0.05-150 Hz",dB,1.937e-06
SFVHTH,SF,VHTH,3.6,125,BAL,"INA -3 dB bandwidth",kHz,222.949
SFVHTH,SF,VHTH,3.6,125,BAL,"Input range low",mV,-13.200
SFVHTH,SF,VHTH,3.6,125,BAL,"Input range high",mV,13.200
SFVHTH,SF,VHTH,3.6,125,BAL,"Output range low",V,-3.168
SFVHTH,SF,VHTH,3.6,125,BAL,"Output range high",V,3.168
SFVHTH,SF,VHTH,3.6,125,BAL,"INA CMRR @ 60 Hz",dB,215.438
SFVHTH,SF,VHTH,3.6,125,BAL,"INA CMRR @ 150 Hz",dB,215.463
SFVHTH,SF,VHTH,3.6,125,BAL,"INA PSRR+ @ 60 Hz",dB,221.769
SFVHTH,SF,VHTH,3.6,125,BAL,"INA PSRR+ @ 150 Hz",dB,221.769
SFVHTH,SF,VHTH,3.6,125,BAL,"INA PSRR- @ 60 Hz",dB,215.296
SFVHTH,SF,VHTH,3.6,125,BAL,"INA PSRR- @ 150 Hz",dB,215.264
SFVHTH,SF,VHTH,3.6,125,BAL,"Input-referred noise 0.05-150 Hz",uVrms,3.004
SFVHTH,SF,VHTH,3.6,125,BAL,"THD @ 60 Hz, 5 mVpp",%,2.851e-05
SFVHTH,SF,VHTH,3.6,125,BAL,"RLD gain",V/V,4.999
SFVHTH,SF,VHTH,3.6,125,BAL,"RLD -3 dB bandwidth",Hz,205.949
SFVHTH,SF,VHTH,3.6,125,BAL,"RLD phase margin",deg,62.128
SFVHTH,SF,VHTH,3.6,125,BAL,"Input CM suppression @ 60 Hz",dB,37.325
SFVHTH,SF,VHTH,3.6,125,BAL,"Input CM suppression @ 150 Hz",dB,28.142
NOMNOMNOM,NOM,NOMNOM,3.3,27,BAL,"RTI residual - BAL",uVpp,0.004
NOMNOMNOM,NOM,NOMNOM,3.3,27,MIS-P,"RTI residual - MIS-P",uVpp,8.519
NOMNOMNOM,NOM,NOMNOM,3.3,27,MIS-N,"RTI residual - MIS-N",uVpp,8.517
NOMNOMNOM,NOM,NOMNOM,3.3,27,MIS-RLD,"RTI residual - MIS-RLD",uVpp,0.003
NOMVLNOM,NOM,VLNOM,3,27,BAL,"RTI residual - BAL",uVpp,0.003
NOMVLNOM,NOM,VLNOM,3,27,MIS-P,"RTI residual - MIS-P",uVpp,8.762
NOMVLNOM,NOM,VLNOM,3,27,MIS-N,"RTI residual - MIS-N",uVpp,8.762
NOMVLNOM,NOM,VLNOM,3,27,MIS-RLD,"RTI residual - MIS-RLD",uVpp,0.003
NOMVHNOM,NOM,VHNOM,3.6,27,BAL,"RTI residual - BAL",uVpp,0.003
NOMVHNOM,NOM,VHNOM,3.6,27,MIS-P,"RTI residual - MIS-P",uVpp,8.294
NOMVHNOM,NOM,VHNOM,3.6,27,MIS-N,"RTI residual - MIS-N",uVpp,8.294
NOMVHNOM,NOM,VHNOM,3.6,27,MIS-RLD,"RTI residual - MIS-RLD",uVpp,0.004
NOMNOMTL,NOM,NOMTL,3.3,-40,BAL,"RTI residual - BAL",uVpp,0.004
NOMNOMTL,NOM,NOMTL,3.3,-40,MIS-P,"RTI residual - MIS-P",uVpp,8.731
NOMNOMTL,NOM,NOMTL,3.3,-40,MIS-N,"RTI residual - MIS-N",uVpp,8.731
NOMNOMTL,NOM,NOMTL,3.3,-40,MIS-RLD,"RTI residual - MIS-RLD",uVpp,0.004
NOMNOMTH,NOM,NOMTH,3.3,125,BAL,"RTI residual - BAL",uVpp,0.003
NOMNOMTH,NOM,NOMTH,3.3,125,MIS-P,"RTI residual - MIS-P",uVpp,8.278
NOMNOMTH,NOM,NOMTH,3.3,125,MIS-N,"RTI residual - MIS-N",uVpp,8.278
NOMNOMTH,NOM,NOMTH,3.3,125,MIS-RLD,"RTI residual - MIS-RLD",uVpp,0.004
NOMVLTL,NOM,VLTL,3,-40,BAL,"RTI residual - BAL",uVpp,0.002
NOMVLTL,NOM,VLTL,3,-40,MIS-P,"RTI residual - MIS-P",uVpp,8.989
NOMVLTL,NOM,VLTL,3,-40,MIS-N,"RTI residual - MIS-N",uVpp,8.988
NOMVLTL,NOM,VLTL,3,-40,MIS-RLD,"RTI residual - MIS-RLD",uVpp,0.003
NOMVLTH,NOM,VLTH,3,125,BAL,"RTI residual - BAL",uVpp,0.003
NOMVLTH,NOM,VLTH,3,125,MIS-P,"RTI residual - MIS-P",uVpp,8.507
NOMVLTH,NOM,VLTH,3,125,MIS-N,"RTI residual - MIS-N",uVpp,8.508
NOMVLTH,NOM,VLTH,3,125,MIS-RLD,"RTI residual - MIS-RLD",uVpp,0.003
NOMVHTL,NOM,VHTL,3.6,-40,BAL,"RTI residual - BAL",uVpp,0.004
NOMVHTL,NOM,VHTL,3.6,-40,MIS-P,"RTI residual - MIS-P",uVpp,8.495
NOMVHTL,NOM,VHTL,3.6,-40,MIS-N,"RTI residual - MIS-N",uVpp,8.494
NOMVHTL,NOM,VHTL,3.6,-40,MIS-RLD,"RTI residual - MIS-RLD",uVpp,0.004
NOMVHTH,NOM,VHTH,3.6,125,BAL,"RTI residual - BAL",uVpp,0.004
NOMVHTH,NOM,VHTH,3.6,125,MIS-P,"RTI residual - MIS-P",uVpp,8.070
NOMVHTH,NOM,VHTH,3.6,125,MIS-N,"RTI residual - MIS-N",uVpp,8.071
NOMVHTH,NOM,VHTH,3.6,125,MIS-RLD,"RTI residual - MIS-RLD",uVpp,0.004
FFNOMNOM,FF,NOMNOM,3.3,27,BAL,"RTI residual - BAL",uVpp,0.003
FFNOMNOM,FF,NOMNOM,3.3,27,MIS-P,"RTI residual - MIS-P",uVpp,8.289
FFNOMNOM,FF,NOMNOM,3.3,27,MIS-N,"RTI residual - MIS-N",uVpp,8.288
FFNOMNOM,FF,NOMNOM,3.3,27,MIS-RLD,"RTI residual - MIS-RLD",uVpp,0.004
FFVLNOM,FF,VLNOM,3,27,BAL,"RTI residual - BAL",uVpp,0.003
FFVLNOM,FF,VLNOM,3,27,MIS-P,"RTI residual - MIS-P",uVpp,8.519
FFVLNOM,FF,VLNOM,3,27,MIS-N,"RTI residual - MIS-N",uVpp,8.518
FFVLNOM,FF,VLNOM,3,27,MIS-RLD,"RTI residual - MIS-RLD",uVpp,0.003
FFVHNOM,FF,VHNOM,3.6,27,BAL,"RTI residual - BAL",uVpp,0.004
FFVHNOM,FF,VHNOM,3.6,27,MIS-P,"RTI residual - MIS-P",uVpp,8.075
FFVHNOM,FF,VHNOM,3.6,27,MIS-N,"RTI residual - MIS-N",uVpp,8.075
FFVHNOM,FF,VHNOM,3.6,27,MIS-RLD,"RTI residual - MIS-RLD",uVpp,0.004
FFNOMTL,FF,NOMTL,3.3,-40,BAL,"RTI residual - BAL",uVpp,0.003
FFNOMTL,FF,NOMTL,3.3,-40,MIS-P,"RTI residual - MIS-P",uVpp,8.491
FFNOMTL,FF,NOMTL,3.3,-40,MIS-N,"RTI residual - MIS-N",uVpp,8.491
FFNOMTL,FF,NOMTL,3.3,-40,MIS-RLD,"RTI residual - MIS-RLD",uVpp,0.003
FFNOMTH,FF,NOMTH,3.3,125,BAL,"RTI residual - BAL",uVpp,0.004
FFNOMTH,FF,NOMTH,3.3,125,MIS-P,"RTI residual - MIS-P",uVpp,8.057
FFNOMTH,FF,NOMTH,3.3,125,MIS-N,"RTI residual - MIS-N",uVpp,8.057
FFNOMTH,FF,NOMTH,3.3,125,MIS-RLD,"RTI residual - MIS-RLD",uVpp,0.004
FFVLTL,FF,VLTL,3,-40,BAL,"RTI residual - BAL",uVpp,0.003
FFVLTL,FF,VLTL,3,-40,MIS-P,"RTI residual - MIS-P",uVpp,8.738
FFVLTL,FF,VLTL,3,-40,MIS-N,"RTI residual - MIS-N",uVpp,8.737
FFVLTL,FF,VLTL,3,-40,MIS-RLD,"RTI residual - MIS-RLD",uVpp,0.003
FFVLTH,FF,VLTH,3,125,BAL,"RTI residual - BAL",uVpp,0.003
FFVLTH,FF,VLTH,3,125,MIS-P,"RTI residual - MIS-P",uVpp,8.275
FFVLTH,FF,VLTH,3,125,MIS-N,"RTI residual - MIS-N",uVpp,8.275
FFVLTH,FF,VLTH,3,125,MIS-RLD,"RTI residual - MIS-RLD",uVpp,0.003
FFVHTL,FF,VHTL,3.6,-40,BAL,"RTI residual - BAL",uVpp,0.003
FFVHTL,FF,VHTL,3.6,-40,MIS-P,"RTI residual - MIS-P",uVpp,8.268
FFVHTL,FF,VHTL,3.6,-40,MIS-N,"RTI residual - MIS-N",uVpp,8.268
FFVHTL,FF,VHTL,3.6,-40,MIS-RLD,"RTI residual - MIS-RLD",uVpp,0.004
FFVHTH,FF,VHTH,3.6,125,BAL,"RTI residual - BAL",uVpp,0.004
FFVHTH,FF,VHTH,3.6,125,MIS-P,"RTI residual - MIS-P",uVpp,7.857
FFVHTH,FF,VHTH,3.6,125,MIS-N,"RTI residual - MIS-N",uVpp,7.857
FFVHTH,FF,VHTH,3.6,125,MIS-RLD,"RTI residual - MIS-RLD",uVpp,0.004
SSNOMNOM,SS,NOMNOM,3.3,27,BAL,"RTI residual - BAL",uVpp,0.003
SSNOMNOM,SS,NOMNOM,3.3,27,MIS-P,"RTI residual - MIS-P",uVpp,8.753
SSNOMNOM,SS,NOMNOM,3.3,27,MIS-N,"RTI residual - MIS-N",uVpp,8.753
SSNOMNOM,SS,NOMNOM,3.3,27,MIS-RLD,"RTI residual - MIS-RLD",uVpp,0.003
SSVLNOM,SS,VLNOM,3,27,BAL,"RTI residual - BAL",uVpp,0.003
SSVLNOM,SS,VLNOM,3,27,MIS-P,"RTI residual - MIS-P",uVpp,9.014
SSVLNOM,SS,VLNOM,3,27,MIS-N,"RTI residual - MIS-N",uVpp,9.014
SSVLNOM,SS,VLNOM,3,27,MIS-RLD,"RTI residual - MIS-RLD",uVpp,0.003
SSVHNOM,SS,VHNOM,3.6,27,BAL,"RTI residual - BAL",uVpp,0.003
SSVHNOM,SS,VHNOM,3.6,27,MIS-P,"RTI residual - MIS-P",uVpp,8.520
SSVHNOM,SS,VHNOM,3.6,27,MIS-N,"RTI residual - MIS-N",uVpp,8.520
SSVHNOM,SS,VHNOM,3.6,27,MIS-RLD,"RTI residual - MIS-RLD",uVpp,0.005
SSNOMTL,SS,NOMTL,3.3,-40,BAL,"RTI residual - BAL",uVpp,0.002
SSNOMTL,SS,NOMTL,3.3,-40,MIS-P,"RTI residual - MIS-P",uVpp,8.975
SSNOMTL,SS,NOMTL,3.3,-40,MIS-N,"RTI residual - MIS-N",uVpp,8.974
SSNOMTL,SS,NOMTL,3.3,-40,MIS-RLD,"RTI residual - MIS-RLD",uVpp,0.004
SSNOMTH,SS,NOMTH,3.3,125,BAL,"RTI residual - BAL",uVpp,0.004
SSNOMTH,SS,NOMTH,3.3,125,MIS-P,"RTI residual - MIS-P",uVpp,8.507
SSNOMTH,SS,NOMTH,3.3,125,MIS-N,"RTI residual - MIS-N",uVpp,8.506
SSNOMTH,SS,NOMTH,3.3,125,MIS-RLD,"RTI residual - MIS-RLD",uVpp,0.005
SSVLTL,SS,VLTL,3,-40,BAL,"RTI residual - BAL",uVpp,0.003
SSVLTL,SS,VLTL,3,-40,MIS-P,"RTI residual - MIS-P",uVpp,9.247
SSVLTL,SS,VLTL,3,-40,MIS-N,"RTI residual - MIS-N",uVpp,9.246
SSVLTL,SS,VLTL,3,-40,MIS-RLD,"RTI residual - MIS-RLD",uVpp,0.003
SSVLTH,SS,VLTH,3,125,BAL,"RTI residual - BAL",uVpp,0.003
SSVLTH,SS,VLTH,3,125,MIS-P,"RTI residual - MIS-P",uVpp,8.748
SSVLTH,SS,VLTH,3,125,MIS-N,"RTI residual - MIS-N",uVpp,8.748
SSVLTH,SS,VLTH,3,125,MIS-RLD,"RTI residual - MIS-RLD",uVpp,0.004
SSVHTL,SS,VHTL,3.6,-40,BAL,"RTI residual - BAL",uVpp,0.003
SSVHTL,SS,VHTL,3.6,-40,MIS-P,"RTI residual - MIS-P",uVpp,8.728
SSVHTL,SS,VHTL,3.6,-40,MIS-N,"RTI residual - MIS-N",uVpp,8.728
