Corner,Process,Environment,AVDD_V,Temperature_C,Electrode,Parameter,Unit,Value
SSVLTL,SS,VLTL,3,-40,BAL,RLD output excursion,mV,2.743
SSVLTL,SS,VLTL,3,-40,BAL,Peak |RLD current|,nA,3.058
SSVLTL,SS,VLTL,3,-40,BAL,Differential gain before interference,V/V,231.437
SSVLTL,SS,VLTL,3,-40,BAL,Differential gain during interference,V/V,231.437
SSVLTL,SS,VLTL,3,-40,BAL,Gain change during CM interference,%,1.498e-04
SSVLTH,SS,VLTH,3,125,BAL,AVDD,V,3.000
SSVLTH,SS,VLTH,3,125,BAL,Temperature,C,125.000
SSVLTH,SS,VLTH,3,125,BAL,INA target gain,V/V,240.000
SSVLTH,SS,VLTH,3,125,BAL,Total current,mA,4.250
SSVLTH,SS,VLTH,3,125,BAL,Total power,mW,12.749
SSVLTH,SS,VLTH,3,125,BAL,Output CM error vs VREF,mV,33.017
SSVLTH,SS,VLTH,3,125,BAL,RLD DC error vs VREF,uV,16.939
SSVLTH,SS,VLTH,3,125,BAL,Gain @ 10 Hz (V/V),V/V,231.557
SSVLTH,SS,VLTH,3,125,BAL,Gain @ 10 Hz (dB),dB,47.293
SSVLTH,SS,VLTH,3,125,BAL,Gain error,%,-3.518
SSVLTH,SS,VLTH,3,125,BAL,Gain @ 0.05 Hz,dB,47.293
SSVLTH,SS,VLTH,3,125,BAL,Gain @ 150 Hz,dB,47.293
SSVLTH,SS,VLTH,3,125,BAL,Gain flatness 0.05-150 Hz,dB,3.015e-06
SSVLTH,SS,VLTH,3,125,BAL,-3 dB bandwidth,kHz,178.549
SSVLTH,SS,VLTH,3,125,BAL,RLD loop UGF,kHz,0.820
SSVLTH,SS,VLTH,3,125,BAL,RLD phase margin,deg,100.784
SSVLTH,SS,VLTH,3,125,BAL,Input CM suppression @ 60 Hz,dB,54.950
SSVLTH,SS,VLTH,3,125,BAL,Input CM suppression @ 150 Hz,dB,52.762
SSVLTH,SS,VLTH,3,125,BAL,Input-referred noise 0.05-150 Hz,uVrms,3.116
SSVLTH,SS,VLTH,3,125,BAL,RLD output excursion,mV,2.743
SSVLTH,SS,VLTH,3,125,BAL,Peak |RLD current|,nA,3.065
SSVLTH,SS,VLTH,3,125,BAL,Differential gain before interference,V/V,231.559
SSVLTH,SS,VLTH,3,125,BAL,Differential gain during interference,V/V,231.558
SSVLTH,SS,VLTH,3,125,BAL,Gain change during CM interference,%,-3.374e-04
SSVHTL,SS,VHTL,3.6,-40,BAL,AVDD,V,3.600
SSVHTL,SS,VHTL,3.6,-40,BAL,Temperature,C,-40.000
SSVHTL,SS,VHTL,3.6,-40,BAL,INA target gain,V/V,240.000
SSVHTL,SS,VHTL,3.6,-40,BAL,Total current,mA,3.331
SSVHTL,SS,VHTL,3.6,-40,BAL,Total power,mW,11.993
SSVHTL,SS,VHTL,3.6,-40,BAL,Output CM error vs VREF,mV,-14.377
SSVHTL,SS,VHTL,3.6,-40,BAL,RLD DC error vs VREF,uV,24.367
SSVHTL,SS,VHTL,3.6,-40,BAL,Gain @ 10 Hz (V/V),V/V,231.497
SSVHTL,SS,VHTL,3.6,-40,BAL,Gain @ 10 Hz (dB),dB,47.291
SSVHTL,SS,VHTL,3.6,-40,BAL,Gain error,%,-3.543
SSVHTL,SS,VHTL,3.6,-40,BAL,Gain @ 0.05 Hz,dB,47.291
SSVHTL,SS,VHTL,3.6,-40,BAL,Gain @ 150 Hz,dB,47.291
SSVHTL,SS,VHTL,3.6,-40,BAL,Gain flatness 0.05-150 Hz,dB,1.951e-06
SSVHTL,SS,VHTL,3.6,-40,BAL,-3 dB bandwidth,kHz,222.197
SSVHTL,SS,VHTL,3.6,-40,BAL,RLD loop UGF,kHz,0.636
SSVHTL,SS,VHTL,3.6,-40,BAL,RLD phase margin,deg,101.008
SSVHTL,SS,VHTL,3.6,-40,BAL,Input CM suppression @ 60 Hz,dB,54.653
SSVHTL,SS,VHTL,3.6,-40,BAL,Input CM suppression @ 150 Hz,dB,51.728
SSVHTL,SS,VHTL,3.6,-40,BAL,Input-referred noise 0.05-150 Hz,uVrms,2.677
SSVHTL,SS,VHTL,3.6,-40,BAL,RLD output excursion,mV,2.743
SSVHTL,SS,VHTL,3.6,-40,BAL,Peak |RLD current|,nA,3.053
SSVHTL,SS,VHTL,3.6,-40,BAL,Differential gain before interference,V/V,231.496
SSVHTL,SS,VHTL,3.6,-40,BAL,Differential gain during interference,V/V,231.497
SSVHTL,SS,VHTL,3.6,-40,BAL,Gain change during CM interference,%,4.324e-04
SSVHTH,SS,VHTH,3.6,125,BAL,AVDD,V,3.600
SSVHTH,SS,VHTH,3.6,125,BAL,Temperature,C,125.000
SSVHTH,SS,VHTH,3.6,125,BAL,INA target gain,V/V,240.000
SSVHTH,SS,VHTH,3.6,125,BAL,Total current,mA,4.428
SSVHTH,SS,VHTH,3.6,125,BAL,Total power,mW,15.942
SSVHTH,SS,VHTH,3.6,125,BAL,Output CM error vs VREF,mV,33.017
SSVHTH,SS,VHTH,3.6,125,BAL,RLD DC error vs VREF,uV,20.683
SSVHTH,SS,VHTH,3.6,125,BAL,Gain @ 10 Hz (V/V),V/V,231.646
SSVHTH,SS,VHTH,3.6,125,BAL,Gain @ 10 Hz (dB),dB,47.296
SSVHTH,SS,VHTH,3.6,125,BAL,Gain error,%,-3.481
SSVHTH,SS,VHTH,3.6,125,BAL,Gain @ 0.05 Hz,dB,47.296
SSVHTH,SS,VHTH,3.6,125,BAL,Gain @ 150 Hz,dB,47.296
SSVHTH,SS,VHTH,3.6,125,BAL,Gain flatness 0.05-150 Hz,dB,2.805e-06
SSVHTH,SS,VHTH,3.6,125,BAL,-3 dB bandwidth,kHz,185.170
SSVHTH,SS,VHTH,3.6,125,BAL,RLD loop UGF,kHz,0.820
SSVHTH,SS,VHTH,3.6,125,BAL,RLD phase margin,deg,100.829
SSVHTH,SS,VHTH,3.6,125,BAL,Input CM suppression @ 60 Hz,dB,54.956
SSVHTH,SS,VHTH,3.6,125,BAL,Input CM suppression @ 150 Hz,dB,52.798
SSVHTH,SS,VHTH,3.6,125,BAL,Input-referred noise 0.05-150 Hz,uVrms,3.107
SSVHTH,SS,VHTH,3.6,125,BAL,RLD output excursion,mV,2.743
SSVHTH,SS,VHTH,3.6,125,BAL,Peak |RLD current|,nA,3.059
SSVHTH,SS,VHTH,3.6,125,BAL,Differential gain before interference,V/V,231.646
SSVHTH,SS,VHTH,3.6,125,BAL,Differential gain during interference,V/V,231.646
SSVHTH,SS,VHTH,3.6,125,BAL,Gain change during CM interference,%,-1.898e-04
FSNOMNOM,FS,NOMNOM,3.3,27,BAL,AVDD,V,3.300
FSNOMNOM,FS,NOMNOM,3.3,27,BAL,Temperature,C,27.000
FSNOMNOM,FS,NOMNOM,3.3,27,BAL,INA target gain,V/V,240.000
FSNOMNOM,FS,NOMNOM,3.3,27,BAL,Total current,mA,4.585
FSNOMNOM,FS,NOMNOM,3.3,27,BAL,Total power,mW,15.130
FSNOMNOM,FS,NOMNOM,3.3,27,BAL,Output CM error vs VREF,mV,0.756
FSNOMNOM,FS,NOMNOM,3.3,27,BAL,RLD DC error vs VREF,uV,16.535
FSNOMNOM,FS,NOMNOM,3.3,27,BAL,Gain @ 10 Hz (V/V),V/V,231.345
FSNOMNOM,FS,NOMNOM,3.3,27,BAL,Gain @ 10 Hz (dB),dB,47.285
FSNOMNOM,FS,NOMNOM,3.3,27,BAL,Gain error,%,-3.606
FSNOMNOM,FS,NOMNOM,3.3,27,BAL,Gain @ 0.05 Hz,dB,47.285
FSNOMNOM,FS,NOMNOM,3.3,27,BAL,Gain @ 150 Hz,dB,47.285
FSNOMNOM,FS,NOMNOM,3.3,27,BAL,Gain flatness 0.05-150 Hz,dB,1.352e-06
FSNOMNOM,FS,NOMNOM,3.3,27,BAL,-3 dB bandwidth,kHz,266.677
FSNOMNOM,FS,NOMNOM,3.3,27,BAL,RLD loop UGF,kHz,0.946
FSNOMNOM,FS,NOMNOM,3.3,27,BAL,RLD phase margin,deg,100.685
FSNOMNOM,FS,NOMNOM,3.3,27,BAL,Input CM suppression @ 60 Hz,dB,55.073
FSNOMNOM,FS,NOMNOM,3.3,27,BAL,Input CM suppression @ 150 Hz,dB,53.268
FSNOMNOM,FS,NOMNOM,3.3,27,BAL,Input-referred noise 0.05-150 Hz,uVrms,2.635
FSNOMNOM,FS,NOMNOM,3.3,27,BAL,RLD output excursion,mV,2.743
FSNOMNOM,FS,NOMNOM,3.3,27,BAL,Peak |RLD current|,nA,3.068
FSNOMNOM,FS,NOMNOM,3.3,27,BAL,Differential gain before interference,V/V,231.346
FSNOMNOM,FS,NOMNOM,3.3,27,BAL,Differential gain during interference,V/V,231.345
FSNOMNOM,FS,NOMNOM,3.3,27,BAL,Gain change during CM interference,%,-3.410e-04
FSVLNOM,FS,VLNOM,3,27,BAL,AVDD,V,3.000
FSVLNOM,FS,VLNOM,3,27,BAL,Temperature,C,27.000
FSVLNOM,FS,VLNOM,3,27,BAL,INA target gain,V/V,240.000
FSVLNOM,FS,VLNOM,3,27,BAL,Total current,mA,4.471
FSVLNOM,FS,VLNOM,3,27,BAL,Total power,mW,13.414
FSVLNOM,FS,VLNOM,3,27,BAL,Output CM error vs VREF,mV,0.758
FSVLNOM,FS,VLNOM,3,27,BAL,RLD DC error vs VREF,uV,14.689
FSVLNOM,FS,VLNOM,3,27,BAL,Gain @ 10 Hz (V/V),V/V,231.303
FSVLNOM,FS,VLNOM,3,27,BAL,Gain @ 10 Hz (dB),dB,47.284
FSVLNOM,FS,VLNOM,3,27,BAL,Gain error,%,-3.624
FSVLNOM,FS,VLNOM,3,27,BAL,Gain @ 0.05 Hz,dB,47.284
FSVLNOM,FS,VLNOM,3,27,BAL,Gain @ 150 Hz,dB,47.284
FSVLNOM,FS,VLNOM,3,27,BAL,Gain flatness 0.05-150 Hz,dB,1.405e-06
FSVLNOM,FS,VLNOM,3,27,BAL,-3 dB bandwidth,kHz,261.551
FSVLNOM,FS,VLNOM,3,27,BAL,RLD loop UGF,kHz,0.946
FSVLNOM,FS,VLNOM,3,27,BAL,RLD phase margin,deg,100.658
FSVLNOM,FS,VLNOM,3,27,BAL,Input CM suppression @ 60 Hz,dB,55.070
FSVLNOM,FS,VLNOM,3,27,BAL,Input CM suppression @ 150 Hz,dB,53.249
FSVLNOM,FS,VLNOM,3,27,BAL,Input-referred noise 0.05-150 Hz,uVrms,2.636
FSVLNOM,FS,VLNOM,3,27,BAL,RLD output excursion,mV,2.743
FSVLNOM,FS,VLNOM,3,27,BAL,Peak |RLD current|,nA,3.071
FSVLNOM,FS,VLNOM,3,27,BAL,Differential gain before interference,V/V,231.303
FSVLNOM,FS,VLNOM,3,27,BAL,Differential gain during interference,V/V,231.303
FSVLNOM,FS,VLNOM,3,27,BAL,Gain change during CM interference,%,2.225e-04
FSVHNOM,FS,VHNOM,3.6,27,BAL,AVDD,V,3.600
FSVHNOM,FS,VHNOM,3.6,27,BAL,Temperature,C,27.000
FSVHNOM,FS,VHNOM,3.6,27,BAL,INA target gain,V/V,240.000
FSVHNOM,FS,VHNOM,3.6,27,BAL,Total current,mA,4.670
FSVHNOM,FS,VHNOM,3.6,27,BAL,Total power,mW,16.814
FSVHNOM,FS,VHNOM,3.6,27,BAL,Output CM error vs VREF,mV,0.748
FSVHNOM,FS,VHNOM,3.6,27,BAL,RLD DC error vs VREF,uV,18.391
FSVHNOM,FS,VHNOM,3.6,27,BAL,Gain @ 10 Hz (V/V),V/V,231.380
FSVHNOM,FS,VHNOM,3.6,27,BAL,Gain @ 10 Hz (dB),dB,47.287
FSVHNOM,FS,VHNOM,3.6,27,BAL,Gain error,%,-3.592
FSVHNOM,FS,VHNOM,3.6,27,BAL,Gain @ 0.05 Hz,dB,47.287
FSVHNOM,FS,VHNOM,3.6,27,BAL,Gain @ 150 Hz,dB,47.287
FSVHNOM,FS,VHNOM,3.6,27,BAL,Gain flatness 0.05-150 Hz,dB,1.316e-06
FSVHNOM,FS,VHNOM,3.6,27,BAL,-3 dB bandwidth,kHz,270.275
FSVHNOM,FS,VHNOM,3.6,27,BAL,RLD loop UGF,kHz,0.946
FSVHNOM,FS,VHNOM,3.6,27,BAL,RLD phase margin,deg,100.710
FSVHNOM,FS,VHNOM,3.6,27,BAL,Input CM suppression @ 60 Hz,dB,55.076
FSVHNOM,FS,VHNOM,3.6,27,BAL,Input CM suppression @ 150 Hz,dB,53.285
FSVHNOM,FS,VHNOM,3.6,27,BAL,Input-referred noise 0.05-150 Hz,uVrms,2.636
FSVHNOM,FS,VHNOM,3.6,27,BAL,RLD output excursion,mV,2.743
FSVHNOM,FS,VHNOM,3.6,27,BAL,Peak |RLD current|,nA,3.064
FSVHNOM,FS,VHNOM,3.6,27,BAL,Differential gain before interference,V/V,231.380
FSVHNOM,FS,VHNOM,3.6,27,BAL,Differential gain during interference,V/V,231.380
FSVHNOM,FS,VHNOM,3.6,27,BAL,Gain change during CM interference,%,1.629e-04
FSNOMTL,FS,NOMTL,3.3,-40,BAL,AVDD,V,3.300
FSNOMTL,FS,NOMTL,3.3,-40,BAL,Temperature,C,-40.000
FSNOMTL,FS,NOMTL,3.3,-40,BAL,INA target gain,V/V,240.000
FSNOMTL,FS,NOMTL,3.3,-40,BAL,Total current,mA,3.853
FSNOMTL,FS,NOMTL,3.3,-40,BAL,Total power,mW,12.715
FSNOMTL,FS,NOMTL,3.3,-40,BAL,Output CM error vs VREF,mV,-16.834
FSNOMTL,FS,NOMTL,3.3,-40,BAL,RLD DC error vs VREF,uV,18.375
FSNOMTL,FS,NOMTL,3.3,-40,BAL,Gain @ 10 Hz (V/V),V/V,231.226
FSNOMTL,FS,NOMTL,3.3,-40,BAL,Gain @ 10 Hz (dB),dB,47.281
FSNOMTL,FS,NOMTL,3.3,-40,BAL,Gain error,%,-3.656
FSNOMTL,FS,NOMTL,3.3,-40,BAL,Gain @ 0.05 Hz,dB,47.281
FSNOMTL,FS,NOMTL,3.3,-40,BAL,Gain @ 150 Hz,dB,47.281
FSNOMTL,FS,NOMTL,3.3,-40,BAL,Gain flatness 0.05-150 Hz,dB,1.253e-06
FSNOMTL,FS,NOMTL,3.3,-40,BAL,-3 dB bandwidth,kHz,277.788
FSNOMTL,FS,NOMTL,3.3,-40,BAL,RLD loop UGF,kHz,0.839
FSNOMTL,FS,NOMTL,3.3,-40,BAL,RLD phase margin,deg,100.790
FSNOMTL,FS,NOMTL,3.3,-40,BAL,Input CM suppression @ 60 Hz,dB,54.975
FSNOMTL,FS,NOMTL,3.3,-40,BAL,Input CM suppression @ 150 Hz,dB,52.863
FSNOMTL,FS,NOMTL,3.3,-40,BAL,Input-referred noise 0.05-150 Hz,uVrms,2.506
FSNOMTL,FS,NOMTL,3.3,-40,BAL,RLD output excursion,mV,2.743
FSNOMTL,FS,NOMTL,3.3,-40,BAL,Peak |RLD current|,nA,3.064
FSNOMTL,FS,NOMTL,3.3,-40,BAL,Differential gain before interference,V/V,231.226
FSNOMTL,FS,NOMTL,3.3,-40,BAL,Differential gain during interference,V/V,231.225
FSNOMTL,FS,NOMTL,3.3,-40,BAL,Gain change during CM interference,%,-1.373e-04
FSNOMTH,FS,NOMTH,3.3,125,BAL,AVDD,V,3.300
FSNOMTH,FS,NOMTH,3.3,125,BAL,Temperature,C,125.000
FSNOMTH,FS,NOMTH,3.3,125,BAL,INA target gain,V/V,240.000
FSNOMTH,FS,NOMTH,3.3,125,BAL,Total current,mA,5.179
FSNOMTH,FS,NOMTH,3.3,125,BAL,Total power,mW,17.092
FSNOMTH,FS,NOMTH,3.3,125,BAL,Output CM error vs VREF,mV,28.760
FSNOMTH,FS,NOMTH,3.3,125,BAL,RLD DC error vs VREF,uV,14.799
FSNOMTH,FS,NOMTH,3.3,125,BAL,Gain @ 10 Hz (V/V),V/V,231.421
FSNOMTH,FS,NOMTH,3.3,125,BAL,Gain @ 10 Hz (dB),dB,47.288
FSNOMTH,FS,NOMTH,3.3,125,BAL,Gain error,%,-3.575
FSNOMTH,FS,NOMTH,3.3,125,BAL,Gain @ 0.05 Hz,dB,47.288
FSNOMTH,FS,NOMTH,3.3,125,BAL,Gain @ 150 Hz,dB,47.288
FSNOMTH,FS,NOMTH,3.3,125,BAL,Gain flatness 0.05-150 Hz,dB,1.772e-06
FSNOMTH,FS,NOMTH,3.3,125,BAL,-3 dB bandwidth,kHz,232.997
FSNOMTH,FS,NOMTH,3.3,125,BAL,RLD loop UGF,kHz,1.082
FSNOMTH,FS,NOMTH,3.3,125,BAL,RLD phase margin,deg,100.557
FSNOMTH,FS,NOMTH,3.3,125,BAL,Input CM suppression @ 60 Hz,dB,55.162
FSNOMTH,FS,NOMTH,3.3,125,BAL,Input CM suppression @ 150 Hz,dB,53.662
FSNOMTH,FS,NOMTH,3.3,125,BAL,Input-referred noise 0.05-150 Hz,uVrms,2.902
FSNOMTH,FS,NOMTH,3.3,125,BAL,RLD output excursion,mV,2.743
FSNOMTH,FS,NOMTH,3.3,125,BAL,Peak |RLD current|,nA,3.072
FSNOMTH,FS,NOMTH,3.3,125,BAL,Differential gain before interference,V/V,231.420
FSNOMTH,FS,NOMTH,3.3,125,BAL,Differential gain during interference,V/V,231.420
FSNOMTH,FS,NOMTH,3.3,125,BAL,Gain change during CM interference,%,-1.595e-04
FSVLTL,FS,VLTL,3,-40,BAL,AVDD,V,3.000
FSVLTL,FS,VLTL,3,-40,BAL,Temperature,C,-40.000
FSVLTL,FS,VLTL,3,-40,BAL,INA target gain,V/V,240.000
FSVLTL,FS,VLTL,3,-40,BAL,Total current,mA,3.755
FSVLTL,FS,VLTL,3,-40,BAL,Total power,mW,11.264
FSVLTL,FS,VLTL,3,-40,BAL,Output CM error vs VREF,mV,-16.821
FSVLTL,FS,VLTL,3,-40,BAL,RLD DC error vs VREF,uV,16.419
FSVLTL,FS,VLTL,3,-40,BAL,Gain @ 10 Hz (V/V),V/V,231.190
FSVLTL,FS,VLTL,3,-40,BAL,Gain @ 10 Hz (dB),dB,47.279
FSVLTL,FS,VLTL,3,-40,BAL,Gain error,%,-3.671
FSVLTL,FS,VLTL,3,-40,BAL,Gain @ 0.05 Hz,dB,47.279
FSVLTL,FS,VLTL,3,-40,BAL,Gain @ 150 Hz,dB,47.279
FSVLTL,FS,VLTL,3,-40,BAL,Gain flatness 0.05-150 Hz,dB,1.295e-06
FSVLTL,FS,VLTL,3,-40,BAL,-3 dB bandwidth,kHz,272.849
FSVLTL,FS,VLTL,3,-40,BAL,RLD loop UGF,kHz,0.839
FSVLTL,FS,VLTL,3,-40,BAL,RLD phase margin,deg,100.765
FSVLTL,FS,VLTL,3,-40,BAL,Input CM suppression @ 60 Hz,dB,54.971
FSVLTL,FS,VLTL,3,-40,BAL,Input CM suppression @ 150 Hz,dB,52.843
FSVLTL,FS,VLTL,3,-40,BAL,Input-referred noise 0.05-150 Hz,uVrms,2.503
FSVLTL,FS,VLTL,3,-40,BAL,RLD output excursion,mV,2.743
FSVLTL,FS,VLTL,3,-40,BAL,Peak |RLD current|,nA,3.067
FSVLTL,FS,VLTL,3,-40,BAL,Differential gain before interference,V/V,231.189
FSVLTL,FS,VLTL,3,-40,BAL,Differential gain during interference,V/V,231.189
FSVLTL,FS,VLTL,3,-40,BAL,Gain change during CM interference,%,1.903e-05
FSVLTH,FS,VLTH,3,125,BAL,AVDD,V,3.000
FSVLTH,FS,VLTH,3,125,BAL,Temperature,C,125.000
FSVLTH,FS,VLTH,3,125,BAL,INA target gain,V/V,240.000
FSVLTH,FS,VLTH,3,125,BAL,Total current,mA,5.058
FSVLTH,FS,VLTH,3,125,BAL,Total power,mW,15.174
FSVLTH,FS,VLTH,3,125,BAL,Output CM error vs VREF,mV,28.676
FSVLTH,FS,VLTH,3,125,BAL,RLD DC error vs VREF,uV,13.067
FSVLTH,FS,VLTH,3,125,BAL,Gain @ 10 Hz (V/V),V/V,231.368
FSVLTH,FS,VLTH,3,125,BAL,Gain @ 10 Hz (dB),dB,47.286
FSVLTH,FS,VLTH,3,125,BAL,Gain error,%,-3.597
FSVLTH,FS,VLTH,3,125,BAL,Gain @ 0.05 Hz,dB,47.286
FSVLTH,FS,VLTH,3,125,BAL,Gain @ 150 Hz,dB,47.286
FSVLTH,FS,VLTH,3,125,BAL,Gain flatness 0.05-150 Hz,dB,1.845e-06
FSVLTH,FS,VLTH,3,125,BAL,-3 dB bandwidth,kHz,228.339
FSVLTH,FS,VLTH,3,125,BAL,RLD loop UGF,kHz,1.082
FSVLTH,FS,VLTH,3,125,BAL,RLD phase margin,deg,100.527
FSVLTH,FS,VLTH,3,125,BAL,Input CM suppression @ 60 Hz,dB,55.159
FSVLTH,FS,VLTH,3,125,BAL,Input CM suppression @ 150 Hz,dB,53.645
FSVLTH,FS,VLTH,3,125,BAL,Input-referred noise 0.05-150 Hz,uVrms,2.907
FSVLTH,FS,VLTH,3,125,BAL,RLD output excursion,mV,2.743
FSVLTH,FS,VLTH,3,125,BAL,Peak |RLD current|,nA,3.076
FSVLTH,FS,VLTH,3,125,BAL,Differential gain before interference,V/V,231.367
FSVLTH,FS,VLTH,3,125,BAL,Differential gain during interference,V/V,231.367
FSVLTH,FS,VLTH,3,125,BAL,Gain change during CM interference,%,-9.838e-05
FSVHTL,FS,VHTL,3.6,-40,BAL,AVDD,V,3.600
FSVHTL,FS,VHTL,3.6,-40,BAL,Temperature,C,-40.000
FSVHTL,FS,VHTL,3.6,-40,BAL,INA target gain,V/V,240.000
FSVHTL,FS,VHTL,3.6,-40,BAL,Total current,mA,3.933
FSVHTL,FS,VHTL,3.6,-40,BAL,Total power,mW,14.160
FSVHTL,FS,VHTL,3.6,-40,BAL,Output CM error vs VREF,mV,-16.834
FSVHTL,FS,VHTL,3.6,-40,BAL,RLD DC error vs VREF,uV,20.334
FSVHTL,FS,VHTL,3.6,-40,BAL,Gain @ 10 Hz (V/V),V/V,231.256
FSVHTL,FS,VHTL,3.6,-40,BAL,Gain @ 10 Hz (dB),dB,47.282
FSVHTL,FS,VHTL,3.6,-40,BAL,Gain error,%,-3.643
FSVHTL,FS,VHTL,3.6,-40,BAL,Gain @ 0.05 Hz,dB,47.282
FSVHTL,FS,VHTL,3.6,-40,BAL,Gain @ 150 Hz,dB,47.282
FSVHTL,FS,VHTL,3.6,-40,BAL,Gain flatness 0.05-150 Hz,dB,1.215e-06
FSVHTL,FS,VHTL,3.6,-40,BAL,-3 dB bandwidth,kHz,281.509
FSVHTL,FS,VHTL,3.6,-40,BAL,RLD loop UGF,kHz,0.839
FSVHTL,FS,VHTL,3.6,-40,BAL,RLD phase margin,deg,100.813
FSVHTL,FS,VHTL,3.6,-40,BAL,Input CM suppression @ 60 Hz,dB,54.978
FSVHTL,FS,VHTL,3.6,-40,BAL,Input CM suppression @ 150 Hz,dB,52.881
FSVHTL,FS,VHTL,3.6,-40,BAL,Input-referred noise 0.05-150 Hz,uVrms,2.508
FSVHTL,FS,VHTL,3.6,-40,BAL,RLD output excursion,mV,2.743
FSVHTL,FS,VHTL,3.6,-40,BAL,Peak |RLD current|,nA,3.060
FSVHTL,FS,VHTL,3.6,-40,BAL,Differential gain before interference,V/V,231.256
FSVHTL,FS,VHTL,3.6,-40,BAL,Differential gain during interference,V/V,231.256
FSVHTL,FS,VHTL,3.6,-40,BAL,Gain change during CM interference,%,1.612e-04
FSVHTH,FS,VHTH,3.6,125,BAL,AVDD,V,3.600
FSVHTH,FS,VHTH,3.6,125,BAL,Temperature,C,125.000
FSVHTH,FS,VHTH,3.6,125,BAL,INA target gain,V/V,240.000
FSVHTH,FS,VHTH,3.6,125,BAL,Total current,mA,5.264
FSVHTH,FS,VHTH,3.6,125,BAL,Total power,mW,18.950
FSVHTH,FS,VHTH,3.6,125,BAL,Output CM error vs VREF,mV,28.786
FSVHTH,FS,VHTH,3.6,125,BAL,RLD DC error vs VREF,uV,16.550
FSVHTH,FS,VHTH,3.6,125,BAL,Gain @ 10 Hz (V/V),V/V,231.465
FSVHTH,FS,VHTH,3.6,125,BAL,Gain @ 10 Hz (dB),dB,47.290
FSVHTH,FS,VHTH,3.6,125,BAL,Gain error,%,-3.556
FSVHTH,FS,VHTH,3.6,125,BAL,Gain @ 0.05 Hz,dB,47.290
FSVHTH,FS,VHTH,3.6,125,BAL,Gain @ 150 Hz,dB,47.290
FSVHTH,FS,VHTH,3.6,125,BAL,Gain flatness 0.05-150 Hz,dB,1.726e-06
FSVHTH,FS,VHTH,3.6,125,BAL,-3 dB bandwidth,kHz,236.097
FSVHTH,FS,VHTH,3.6,125,BAL,RLD loop UGF,kHz,1.082
FSVHTH,FS,VHTH,3.6,125,BAL,RLD phase margin,deg,100.584
FSVHTH,FS,VHTH,3.6,125,BAL,Input CM suppression @ 60 Hz,dB,55.165
FSVHTH,FS,VHTH,3.6,125,BAL,Input CM suppression @ 150 Hz,dB,53.678
FSVHTH,FS,VHTH,3.6,125,BAL,Input-referred noise 0.05-150 Hz,uVrms,2.900
FSVHTH,FS,VHTH,3.6,125,BAL,RLD output excursion,mV,2.743
FSVHTH,FS,VHTH,3.6,125,BAL,Peak |RLD current|,nA,3.069
FSVHTH,FS,VHTH,3.6,125,BAL,Differential gain before interference,V/V,231.465
FSVHTH,FS,VHTH,3.6,125,BAL,Differential gain during interference,V/V,231.465
FSVHTH,FS,VHTH,3.6,125,BAL,Gain change during CM interference,%,-1.035e-04
SFNOMNOM,SF,NOMNOM,3.3,27,BAL,AVDD,V,3.300
SFNOMNOM,SF,NOMNOM,3.3,27,BAL,Temperature,C,27.000
SFNOMNOM,SF,NOMNOM,3.3,27,BAL,INA target gain,V/V,240.000
SFNOMNOM,SF,NOMNOM,3.3,27,BAL,Total current,mA,4.297
SFNOMNOM,SF,NOMNOM,3.3,27,BAL,Total power,mW,14.181
SFNOMNOM,SF,NOMNOM,3.3,27,BAL,Output CM error vs VREF,mV,-0.843
SFNOMNOM,SF,NOMNOM,3.3,27,BAL,RLD DC error vs VREF,uV,18.297
SFNOMNOM,SF,NOMNOM,3.3,27,BAL,Gain @ 10 Hz (V/V),V/V,231.358
SFNOMNOM,SF,NOMNOM,3.3,27,BAL,Gain @ 10 Hz (dB),dB,47.286
SFNOMNOM,SF,NOMNOM,3.3,27,BAL,Gain error,%,-3.601
SFNOMNOM,SF,NOMNOM,3.3,27,BAL,Gain @ 0.05 Hz,dB,47.286
SFNOMNOM,SF,NOMNOM,3.3,27,BAL,Gain @ 150 Hz,dB,47.286
SFNOMNOM,SF,NOMNOM,3.3,27,BAL,Gain flatness 0.05-150 Hz,dB,1.492e-06
SFNOMNOM,SF,NOMNOM,3.3,27,BAL,-3 dB bandwidth,kHz,253.886
SFNOMNOM,SF,NOMNOM,3.3,27,BAL,RLD loop UGF,kHz,0.946
SFNOMNOM,SF,NOMNOM,3.3,27,BAL,RLD phase margin,deg,100.661
SFNOMNOM,SF,NOMNOM,3.3,27,BAL,Input CM suppression @ 60 Hz,dB,55.070
SFNOMNOM,SF,NOMNOM,3.3,27,BAL,Input CM suppression @ 150 Hz,dB,53.251
SFNOMNOM,SF,NOMNOM,3.3,27,BAL,Input-referred noise 0.05-150 Hz,uVrms,2.709
SFNOMNOM,SF,NOMNOM,3.3,27,BAL,RLD output excursion,mV,2.743
SFNOMNOM,SF,NOMNOM,3.3,27,BAL,Peak |RLD current|,nA,3.070
SFNOMNOM,SF,NOMNOM,3.3,27,BAL,Differential gain before interference,V/V,231.359
SFNOMNOM,SF,NOMNOM,3.3,27,BAL,Differential gain during interference,V/V,231.359
SFNOMNOM,SF,NOMNOM,3.3,27,BAL,Gain change during CM interference,%,-6.257e-05
SFVLNOM,SF,VLNOM,3,27,BAL,AVDD,V,3.000
