Corner,Process,Environment,AVDD_V,Temperature_C,Electrode,Parameter,Unit,Value
SSVHTL,SS,VHTL,3.6,-40,BAL,S1 -3 dB bandwidth,kHz,218.344
SSVHTL,SS,VHTL,3.6,-40,BAL,S2 gain,V/V,4.000
SSVHTL,SS,VHTL,3.6,-40,BAL,S2 gain dB,dB,12.042
SSVHTL,SS,VHTL,3.6,-40,BAL,S2 gain error,%,0.008
SSVHTL,SS,VHTL,3.6,-40,BAL,S2 -3 dB bandwidth,MHz,2.136
SSVHTL,SS,VHTL,3.6,-40,BAL,INA gain,V/V,240.148
SSVHTL,SS,VHTL,3.6,-40,BAL,INA gain dB,dB,47.610
SSVHTL,SS,VHTL,3.6,-40,BAL,INA gain error,%,0.062
SSVHTL,SS,VHTL,3.6,-40,BAL,Gain flatness 0.05-150 Hz,dB,2.064e-06
SSVHTL,SS,VHTL,3.6,-40,BAL,INA -3 dB bandwidth,kHz,216.099
SSVHTL,SS,VHTL,3.6,-40,BAL,RLD loop UGF,kHz,0.636
SSVHTL,SS,VHTL,3.6,-40,BAL,RLD phase margin,deg,101.009
SSVHTL,SS,VHTL,3.6,-40,BAL,Input CM suppression @ 60 Hz,dB,54.653
SSVHTL,SS,VHTL,3.6,-40,BAL,Input CM suppression @ 150 Hz,dB,51.728
SSVHTL,SS,VHTL,3.6,-40,BAL,RLD Swing Ratio,%,0.914
SSVHTL,SS,VHTL,3.6,-40,BAL,RLD Peak Current,nA,3.053
SSVHTL,SS,VHTL,3.6,-40,BAL,CM Interference Gain Change,%,4.152e-04
SSVHTL,SS,VHTL,3.6,-40,BAL,Input-referred noise 0.05-150 Hz,uVrms,2.677
SSVHTH,SS,VHTH,3.6,125,BAL,AVDD,V,3.600
SSVHTH,SS,VHTH,3.6,125,BAL,Temperature,C,125.000
SSVHTH,SS,VHTH,3.6,125,BAL,S1 target gain,V/V,60.000
SSVHTH,SS,VHTH,3.6,125,BAL,S2 target gain,V/V,4.000
SSVHTH,SS,VHTH,3.6,125,BAL,INA target gain,V/V,240.000
SSVHTH,SS,VHTH,3.6,125,BAL,Total current,mA,4.428
SSVHTH,SS,VHTH,3.6,125,BAL,Total power,mW,15.942
SSVHTH,SS,VHTH,3.6,125,BAL,Output CM error,mV,33.017
SSVHTH,SS,VHTH,3.6,125,BAL,RLD DC error,uV,20.669
SSVHTH,SS,VHTH,3.6,125,BAL,S1 gain,V/V,60.054
SSVHTH,SS,VHTH,3.6,125,BAL,S1 gain dB,dB,35.571
SSVHTH,SS,VHTH,3.6,125,BAL,S1 gain error,%,0.091
SSVHTH,SS,VHTH,3.6,125,BAL,S1 -3 dB bandwidth,kHz,181.840
SSVHTH,SS,VHTH,3.6,125,BAL,S2 gain,V/V,4.001
SSVHTH,SS,VHTH,3.6,125,BAL,S2 gain dB,dB,12.044
SSVHTH,SS,VHTH,3.6,125,BAL,S2 gain error,%,0.034
SSVHTH,SS,VHTH,3.6,125,BAL,S2 -3 dB bandwidth,MHz,1.823
SSVHTH,SS,VHTH,3.6,125,BAL,INA gain,V/V,240.298
SSVHTH,SS,VHTH,3.6,125,BAL,INA gain dB,dB,47.615
SSVHTH,SS,VHTH,3.6,125,BAL,INA gain error,%,0.124
SSVHTH,SS,VHTH,3.6,125,BAL,Gain flatness 0.05-150 Hz,dB,2.968e-06
SSVHTH,SS,VHTH,3.6,125,BAL,INA -3 dB bandwidth,kHz,180.091
SSVHTH,SS,VHTH,3.6,125,BAL,RLD loop UGF,kHz,0.820
SSVHTH,SS,VHTH,3.6,125,BAL,RLD phase margin,deg,100.830
SSVHTH,SS,VHTH,3.6,125,BAL,Input CM suppression @ 60 Hz,dB,54.956
SSVHTH,SS,VHTH,3.6,125,BAL,Input CM suppression @ 150 Hz,dB,52.798
SSVHTH,SS,VHTH,3.6,125,BAL,RLD Swing Ratio,%,0.914
SSVHTH,SS,VHTH,3.6,125,BAL,RLD Peak Current,nA,3.059
SSVHTH,SS,VHTH,3.6,125,BAL,CM Interference Gain Change,%,5.251e-05
SSVHTH,SS,VHTH,3.6,125,BAL,Input-referred noise 0.05-150 Hz,uVrms,3.107
FSNOMNOM,FS,NOMNOM,3.3,27,BAL,AVDD,V,3.300
FSNOMNOM,FS,NOMNOM,3.3,27,BAL,Temperature,C,27.000
FSNOMNOM,FS,NOMNOM,3.3,27,BAL,S1 target gain,V/V,60.000
FSNOMNOM,FS,NOMNOM,3.3,27,BAL,S2 target gain,V/V,4.000
FSNOMNOM,FS,NOMNOM,3.3,27,BAL,INA target gain,V/V,240.000
FSNOMNOM,FS,NOMNOM,3.3,27,BAL,Total current,mA,4.585
FSNOMNOM,FS,NOMNOM,3.3,27,BAL,Total power,mW,15.130
FSNOMNOM,FS,NOMNOM,3.3,27,BAL,Output CM error,mV,0.756
FSNOMNOM,FS,NOMNOM,3.3,27,BAL,RLD DC error,uV,16.521
FSNOMNOM,FS,NOMNOM,3.3,27,BAL,S1 gain,V/V,59.998
FSNOMNOM,FS,NOMNOM,3.3,27,BAL,S1 gain dB,dB,35.563
FSNOMNOM,FS,NOMNOM,3.3,27,BAL,S1 gain error,%,-0.003
FSNOMNOM,FS,NOMNOM,3.3,27,BAL,S1 -3 dB bandwidth,kHz,261.838
FSNOMNOM,FS,NOMNOM,3.3,27,BAL,S2 gain,V/V,4.000
FSNOMNOM,FS,NOMNOM,3.3,27,BAL,S2 gain dB,dB,12.041
FSNOMNOM,FS,NOMNOM,3.3,27,BAL,S2 gain error,%,-0.003
FSNOMNOM,FS,NOMNOM,3.3,27,BAL,S2 -3 dB bandwidth,MHz,2.632
FSNOMNOM,FS,NOMNOM,3.3,27,BAL,INA gain,V/V,239.987
FSNOMNOM,FS,NOMNOM,3.3,27,BAL,INA gain dB,dB,47.604
FSNOMNOM,FS,NOMNOM,3.3,27,BAL,INA gain error,%,-0.005
FSNOMNOM,FS,NOMNOM,3.3,27,BAL,Gain flatness 0.05-150 Hz,dB,1.431e-06
FSNOMNOM,FS,NOMNOM,3.3,27,BAL,INA -3 dB bandwidth,kHz,259.329
FSNOMNOM,FS,NOMNOM,3.3,27,BAL,RLD loop UGF,kHz,0.946
FSNOMNOM,FS,NOMNOM,3.3,27,BAL,RLD phase margin,deg,100.687
FSNOMNOM,FS,NOMNOM,3.3,27,BAL,Input CM suppression @ 60 Hz,dB,55.073
FSNOMNOM,FS,NOMNOM,3.3,27,BAL,Input CM suppression @ 150 Hz,dB,53.268
FSNOMNOM,FS,NOMNOM,3.3,27,BAL,RLD Swing Ratio,%,0.914
FSNOMNOM,FS,NOMNOM,3.3,27,BAL,RLD Peak Current,nA,3.068
FSNOMNOM,FS,NOMNOM,3.3,27,BAL,CM Interference Gain Change,%,-1.157e-04
FSNOMNOM,FS,NOMNOM,3.3,27,BAL,Input-referred noise 0.05-150 Hz,uVrms,2.635
FSVLNOM,FS,VLNOM,3,27,BAL,AVDD,V,3.000
FSVLNOM,FS,VLNOM,3,27,BAL,Temperature,C,27.000
FSVLNOM,FS,VLNOM,3,27,BAL,S1 target gain,V/V,60.000
FSVLNOM,FS,VLNOM,3,27,BAL,S2 target gain,V/V,4.000
FSVLNOM,FS,VLNOM,3,27,BAL,INA target gain,V/V,240.000
FSVLNOM,FS,VLNOM,3,27,BAL,Total current,mA,4.471
FSVLNOM,FS,VLNOM,3,27,BAL,Total power,mW,13.414
FSVLNOM,FS,VLNOM,3,27,BAL,Output CM error,mV,0.758
FSVLNOM,FS,VLNOM,3,27,BAL,RLD DC error,uV,14.675
FSVLNOM,FS,VLNOM,3,27,BAL,S1 gain,V/V,59.989
FSVLNOM,FS,VLNOM,3,27,BAL,S1 gain dB,dB,35.561
FSVLNOM,FS,VLNOM,3,27,BAL,S1 gain error,%,-0.019
FSVLNOM,FS,VLNOM,3,27,BAL,S1 -3 dB bandwidth,kHz,256.839
FSVLNOM,FS,VLNOM,3,27,BAL,S2 gain,V/V,4.000
FSVLNOM,FS,VLNOM,3,27,BAL,S2 gain dB,dB,12.041
FSVLNOM,FS,VLNOM,3,27,BAL,S2 gain error,%,-0.005
FSVLNOM,FS,VLNOM,3,27,BAL,S2 -3 dB bandwidth,MHz,2.580
FSVLNOM,FS,VLNOM,3,27,BAL,INA gain,V/V,239.942
FSVLNOM,FS,VLNOM,3,27,BAL,INA gain dB,dB,47.602
FSVLNOM,FS,VLNOM,3,27,BAL,INA gain error,%,-0.024
FSVLNOM,FS,VLNOM,3,27,BAL,Gain flatness 0.05-150 Hz,dB,1.487e-06
FSVLNOM,FS,VLNOM,3,27,BAL,INA -3 dB bandwidth,kHz,254.388
FSVLNOM,FS,VLNOM,3,27,BAL,RLD loop UGF,kHz,0.946
FSVLNOM,FS,VLNOM,3,27,BAL,RLD phase margin,deg,100.660
FSVLNOM,FS,VLNOM,3,27,BAL,Input CM suppression @ 60 Hz,dB,55.070
FSVLNOM,FS,VLNOM,3,27,BAL,Input CM suppression @ 150 Hz,dB,53.249
FSVLNOM,FS,VLNOM,3,27,BAL,RLD Swing Ratio,%,0.914
FSVLNOM,FS,VLNOM,3,27,BAL,RLD Peak Current,nA,3.071
FSVLNOM,FS,VLNOM,3,27,BAL,CM Interference Gain Change,%,2.872e-04
FSVLNOM,FS,VLNOM,3,27,BAL,Input-referred noise 0.05-150 Hz,uVrms,2.636
FSVHNOM,FS,VHNOM,3.6,27,BAL,AVDD,V,3.600
FSVHNOM,FS,VHNOM,3.6,27,BAL,Temperature,C,27.000
FSVHNOM,FS,VHNOM,3.6,27,BAL,S1 target gain,V/V,60.000
FSVHNOM,FS,VHNOM,3.6,27,BAL,S2 target gain,V/V,4.000
FSVHNOM,FS,VHNOM,3.6,27,BAL,INA target gain,V/V,240.000
FSVHNOM,FS,VHNOM,3.6,27,BAL,Total current,mA,4.670
FSVHNOM,FS,VHNOM,3.6,27,BAL,Total power,mW,16.814
FSVHNOM,FS,VHNOM,3.6,27,BAL,Output CM error,mV,0.748
FSVHNOM,FS,VHNOM,3.6,27,BAL,RLD DC error,uV,18.374
FSVHNOM,FS,VHNOM,3.6,27,BAL,S1 gain,V/V,60.007
FSVHNOM,FS,VHNOM,3.6,27,BAL,S1 gain dB,dB,35.564
FSVHNOM,FS,VHNOM,3.6,27,BAL,S1 gain error,%,0.011
FSVHNOM,FS,VHNOM,3.6,27,BAL,S1 -3 dB bandwidth,kHz,265.362
FSVHNOM,FS,VHNOM,3.6,27,BAL,S2 gain,V/V,4.000
FSVHNOM,FS,VHNOM,3.6,27,BAL,S2 gain dB,dB,12.041
FSVHNOM,FS,VHNOM,3.6,27,BAL,S2 gain error,%,-8.286e-04
FSVHNOM,FS,VHNOM,3.6,27,BAL,S2 -3 dB bandwidth,MHz,2.667
FSVHNOM,FS,VHNOM,3.6,27,BAL,INA gain,V/V,240.024
FSVHNOM,FS,VHNOM,3.6,27,BAL,INA gain dB,dB,47.605
FSVHNOM,FS,VHNOM,3.6,27,BAL,INA gain error,%,0.010
FSVHNOM,FS,VHNOM,3.6,27,BAL,Gain flatness 0.05-150 Hz,dB,1.393e-06
FSVHNOM,FS,VHNOM,3.6,27,BAL,INA -3 dB bandwidth,kHz,262.810
FSVHNOM,FS,VHNOM,3.6,27,BAL,RLD loop UGF,kHz,0.946
FSVHNOM,FS,VHNOM,3.6,27,BAL,RLD phase margin,deg,100.712
FSVHNOM,FS,VHNOM,3.6,27,BAL,Input CM suppression @ 60 Hz,dB,55.076
FSVHNOM,FS,VHNOM,3.6,27,BAL,Input CM suppression @ 150 Hz,dB,53.285
FSVHNOM,FS,VHNOM,3.6,27,BAL,RLD Swing Ratio,%,0.914
FSVHNOM,FS,VHNOM,3.6,27,BAL,RLD Peak Current,nA,3.064
FSVHNOM,FS,VHNOM,3.6,27,BAL,CM Interference Gain Change,%,7.166e-05
FSVHNOM,FS,VHNOM,3.6,27,BAL,Input-referred noise 0.05-150 Hz,uVrms,2.636
FSNOMTL,FS,NOMTL,3.3,-40,BAL,AVDD,V,3.300
FSNOMTL,FS,NOMTL,3.3,-40,BAL,Temperature,C,-40.000
FSNOMTL,FS,NOMTL,3.3,-40,BAL,S1 target gain,V/V,60.000
FSNOMTL,FS,NOMTL,3.3,-40,BAL,S2 target gain,V/V,4.000
FSNOMTL,FS,NOMTL,3.3,-40,BAL,INA target gain,V/V,240.000
FSNOMTL,FS,NOMTL,3.3,-40,BAL,Total current,mA,3.853
FSNOMTL,FS,NOMTL,3.3,-40,BAL,Total power,mW,12.715
FSNOMTL,FS,NOMTL,3.3,-40,BAL,Output CM error,mV,-16.833
FSNOMTL,FS,NOMTL,3.3,-40,BAL,RLD DC error,uV,18.358
FSNOMTL,FS,NOMTL,3.3,-40,BAL,S1 gain,V/V,59.977
FSNOMTL,FS,NOMTL,3.3,-40,BAL,S1 gain dB,dB,35.560
FSNOMTL,FS,NOMTL,3.3,-40,BAL,S1 gain error,%,-0.038
FSNOMTL,FS,NOMTL,3.3,-40,BAL,S1 -3 dB bandwidth,kHz,272.829
FSNOMTL,FS,NOMTL,3.3,-40,BAL,S2 gain,V/V,3.999
FSNOMTL,FS,NOMTL,3.3,-40,BAL,S2 gain dB,dB,12.040
FSNOMTL,FS,NOMTL,3.3,-40,BAL,S2 gain error,%,-0.018
FSNOMTL,FS,NOMTL,3.3,-40,BAL,S2 -3 dB bandwidth,MHz,2.714
FSNOMTL,FS,NOMTL,3.3,-40,BAL,INA gain,V/V,239.864
FSNOMTL,FS,NOMTL,3.3,-40,BAL,INA gain dB,dB,47.599
FSNOMTL,FS,NOMTL,3.3,-40,BAL,INA gain error,%,-0.056
FSNOMTL,FS,NOMTL,3.3,-40,BAL,Gain flatness 0.05-150 Hz,dB,1.325e-06
FSNOMTL,FS,NOMTL,3.3,-40,BAL,INA -3 dB bandwidth,kHz,270.129
FSNOMTL,FS,NOMTL,3.3,-40,BAL,RLD loop UGF,kHz,0.839
FSNOMTL,FS,NOMTL,3.3,-40,BAL,RLD phase margin,deg,100.792
FSNOMTL,FS,NOMTL,3.3,-40,BAL,Input CM suppression @ 60 Hz,dB,54.975
FSNOMTL,FS,NOMTL,3.3,-40,BAL,Input CM suppression @ 150 Hz,dB,52.863
FSNOMTL,FS,NOMTL,3.3,-40,BAL,RLD Swing Ratio,%,0.914
FSNOMTL,FS,NOMTL,3.3,-40,BAL,RLD Peak Current,nA,3.064
FSNOMTL,FS,NOMTL,3.3,-40,BAL,CM Interference Gain Change,%,-4.457e-05
FSNOMTL,FS,NOMTL,3.3,-40,BAL,Input-referred noise 0.05-150 Hz,uVrms,2.505
FSNOMTH,FS,NOMTH,3.3,125,BAL,AVDD,V,3.300
FSNOMTH,FS,NOMTH,3.3,125,BAL,Temperature,C,125.000
FSNOMTH,FS,NOMTH,3.3,125,BAL,S1 target gain,V/V,60.000
FSNOMTH,FS,NOMTH,3.3,125,BAL,S2 target gain,V/V,4.000
FSNOMTH,FS,NOMTH,3.3,125,BAL,INA target gain,V/V,240.000
FSNOMTH,FS,NOMTH,3.3,125,BAL,Total current,mA,5.179
FSNOMTH,FS,NOMTH,3.3,125,BAL,Total power,mW,17.092
FSNOMTH,FS,NOMTH,3.3,125,BAL,Output CM error,mV,28.760
FSNOMTH,FS,NOMTH,3.3,125,BAL,RLD DC error,uV,14.788
FSNOMTH,FS,NOMTH,3.3,125,BAL,S1 gain,V/V,60.008
FSNOMTH,FS,NOMTH,3.3,125,BAL,S1 gain dB,dB,35.564
FSNOMTH,FS,NOMTH,3.3,125,BAL,S1 gain error,%,0.013
FSNOMTH,FS,NOMTH,3.3,125,BAL,S1 -3 dB bandwidth,kHz,228.709
FSNOMTH,FS,NOMTH,3.3,125,BAL,S2 gain,V/V,4.001
FSNOMTH,FS,NOMTH,3.3,125,BAL,S2 gain dB,dB,12.042
FSNOMTH,FS,NOMTH,3.3,125,BAL,S2 gain error,%,0.013
FSNOMTH,FS,NOMTH,3.3,125,BAL,S2 -3 dB bandwidth,MHz,2.327
FSNOMTH,FS,NOMTH,3.3,125,BAL,INA gain,V/V,240.063
FSNOMTH,FS,NOMTH,3.3,125,BAL,INA gain dB,dB,47.607
FSNOMTH,FS,NOMTH,3.3,125,BAL,INA gain error,%,0.026
FSNOMTH,FS,NOMTH,3.3,125,BAL,Gain flatness 0.05-150 Hz,dB,1.875e-06
FSNOMTH,FS,NOMTH,3.3,125,BAL,INA -3 dB bandwidth,kHz,226.588
FSNOMTH,FS,NOMTH,3.3,125,BAL,RLD loop UGF,kHz,1.082
FSNOMTH,FS,NOMTH,3.3,125,BAL,RLD phase margin,deg,100.559
FSNOMTH,FS,NOMTH,3.3,125,BAL,Input CM suppression @ 60 Hz,dB,55.162
FSNOMTH,FS,NOMTH,3.3,125,BAL,Input CM suppression @ 150 Hz,dB,53.662
FSNOMTH,FS,NOMTH,3.3,125,BAL,RLD Swing Ratio,%,0.914
FSNOMTH,FS,NOMTH,3.3,125,BAL,RLD Peak Current,nA,3.072
FSNOMTH,FS,NOMTH,3.3,125,BAL,CM Interference Gain Change,%,-2.429e-04
FSNOMTH,FS,NOMTH,3.3,125,BAL,Input-referred noise 0.05-150 Hz,uVrms,2.902
FSVLTL,FS,VLTL,3,-40,BAL,AVDD,V,3.000
FSVLTL,FS,VLTL,3,-40,BAL,Temperature,C,-40.000
FSVLTL,FS,VLTL,3,-40,BAL,S1 target gain,V/V,60.000
FSVLTL,FS,VLTL,3,-40,BAL,S2 target gain,V/V,4.000
FSVLTL,FS,VLTL,3,-40,BAL,INA target gain,V/V,240.000
FSVLTL,FS,VLTL,3,-40,BAL,Total current,mA,3.755
FSVLTL,FS,VLTL,3,-40,BAL,Total power,mW,11.264
FSVLTL,FS,VLTL,3,-40,BAL,Output CM error,mV,-16.821
FSVLTL,FS,VLTL,3,-40,BAL,RLD DC error,uV,16.405
FSVLTL,FS,VLTL,3,-40,BAL,S1 gain,V/V,59.969
FSVLTL,FS,VLTL,3,-40,BAL,S1 gain dB,dB,35.558
FSVLTL,FS,VLTL,3,-40,BAL,S1 gain error,%,-0.052
FSVLTL,FS,VLTL,3,-40,BAL,S1 -3 dB bandwidth,kHz,267.991
FSVLTL,FS,VLTL,3,-40,BAL,S2 gain,V/V,3.999
FSVLTL,FS,VLTL,3,-40,BAL,S2 gain dB,dB,12.039
FSVLTL,FS,VLTL,3,-40,BAL,S2 gain error,%,-0.020
FSVLTL,FS,VLTL,3,-40,BAL,S2 -3 dB bandwidth,MHz,2.667
FSVLTL,FS,VLTL,3,-40,BAL,INA gain,V/V,239.826
FSVLTL,FS,VLTL,3,-40,BAL,INA gain dB,dB,47.598
FSVLTL,FS,VLTL,3,-40,BAL,INA gain error,%,-0.072
FSVLTL,FS,VLTL,3,-40,BAL,Gain flatness 0.05-150 Hz,dB,1.370e-06
FSVLTL,FS,VLTL,3,-40,BAL,INA -3 dB bandwidth,kHz,265.357
FSVLTL,FS,VLTL,3,-40,BAL,RLD loop UGF,kHz,0.839
FSVLTL,FS,VLTL,3,-40,BAL,RLD phase margin,deg,100.767
FSVLTL,FS,VLTL,3,-40,BAL,Input CM suppression @ 60 Hz,dB,54.971
FSVLTL,FS,VLTL,3,-40,BAL,Input CM suppression @ 150 Hz,dB,52.843
FSVLTL,FS,VLTL,3,-40,BAL,RLD Swing Ratio,%,0.914
FSVLTL,FS,VLTL,3,-40,BAL,RLD Peak Current,nA,3.067
FSVLTL,FS,VLTL,3,-40,BAL,CM Interference Gain Change,%,-1.177e-04
FSVLTL,FS,VLTL,3,-40,BAL,Input-referred noise 0.05-150 Hz,uVrms,2.503
FSVLTH,FS,VLTH,3,125,BAL,AVDD,V,3.000
FSVLTH,FS,VLTH,3,125,BAL,Temperature,C,125.000
FSVLTH,FS,VLTH,3,125,BAL,S1 target gain,V/V,60.000
FSVLTH,FS,VLTH,3,125,BAL,S2 target gain,V/V,4.000
FSVLTH,FS,VLTH,3,125,BAL,INA target gain,V/V,240.000
FSVLTH,FS,VLTH,3,125,BAL,Total current,mA,5.058
FSVLTH,FS,VLTH,3,125,BAL,Total power,mW,15.174
FSVLTH,FS,VLTH,3,125,BAL,Output CM error,mV,28.676
FSVLTH,FS,VLTH,3,125,BAL,RLD DC error,uV,13.055
FSVLTH,FS,VLTH,3,125,BAL,S1 gain,V/V,59.996
FSVLTH,FS,VLTH,3,125,BAL,S1 gain dB,dB,35.562
FSVLTH,FS,VLTH,3,125,BAL,S1 gain error,%,-0.007
FSVLTH,FS,VLTH,3,125,BAL,S1 -3 dB bandwidth,kHz,224.167
FSVLTH,FS,VLTH,3,125,BAL,S2 gain,V/V,4.000
FSVLTH,FS,VLTH,3,125,BAL,S2 gain dB,dB,12.042
FSVLTH,FS,VLTH,3,125,BAL,S2 gain error,%,0.010
FSVLTH,FS,VLTH,3,125,BAL,S2 -3 dB bandwidth,MHz,2.278
FSVLTH,FS,VLTH,3,125,BAL,INA gain,V/V,240.006
FSVLTH,FS,VLTH,3,125,BAL,INA gain dB,dB,47.604
FSVLTH,FS,VLTH,3,125,BAL,INA gain error,%,0.003
FSVLTH,FS,VLTH,3,125,BAL,Gain flatness 0.05-150 Hz,dB,1.952e-06
FSVLTH,FS,VLTH,3,125,BAL,INA -3 dB bandwidth,kHz,222.092
FSVLTH,FS,VLTH,3,125,BAL,RLD loop UGF,kHz,1.082
FSVLTH,FS,VLTH,3,125,BAL,RLD phase margin,deg,100.529
FSVLTH,FS,VLTH,3,125,BAL,Input CM suppression @ 60 Hz,dB,55.159
FSVLTH,FS,VLTH,3,125,BAL,Input CM suppression @ 150 Hz,dB,53.645
FSVLTH,FS,VLTH,3,125,BAL,RLD Swing Ratio,%,0.914
FSVLTH,FS,VLTH,3,125,BAL,RLD Peak Current,nA,3.076
FSVLTH,FS,VLTH,3,125,BAL,CM Interference Gain Change,%,5.955e-05
FSVLTH,FS,VLTH,3,125,BAL,Input-referred noise 0.05-150 Hz,uVrms,2.907
FSVHTL,FS,VHTL,3.6,-40,BAL,AVDD,V,3.600
FSVHTL,FS,VHTL,3.6,-40,BAL,Temperature,C,-40.000
FSVHTL,FS,VHTL,3.6,-40,BAL,S1 target gain,V/V,60.000
FSVHTL,FS,VHTL,3.6,-40,BAL,S2 target gain,V/V,4.000
FSVHTL,FS,VHTL,3.6,-40,BAL,INA target gain,V/V,240.000
FSVHTL,FS,VHTL,3.6,-40,BAL,Total current,mA,3.933
FSVHTL,FS,VHTL,3.6,-40,BAL,Total power,mW,14.160
FSVHTL,FS,VHTL,3.6,-40,BAL,Output CM error,mV,-16.834
FSVHTL,FS,VHTL,3.6,-40,BAL,RLD DC error,uV,20.314
FSVHTL,FS,VHTL,3.6,-40,BAL,S1 gain,V/V,59.984
FSVHTL,FS,VHTL,3.6,-40,BAL,S1 gain dB,dB,35.561
FSVHTL,FS,VHTL,3.6,-40,BAL,S1 gain error,%,-0.026
FSVHTL,FS,VHTL,3.6,-40,BAL,S1 -3 dB bandwidth,kHz,276.478
FSVHTL,FS,VHTL,3.6,-40,BAL,S2 gain,V/V,3.999
FSVHTL,FS,VHTL,3.6,-40,BAL,S2 gain dB,dB,12.040
FSVHTL,FS,VHTL,3.6,-40,BAL,S2 gain error,%,-0.017
FSVHTL,FS,VHTL,3.6,-40,BAL,S2 -3 dB bandwidth,MHz,2.748
FSVHTL,FS,VHTL,3.6,-40,BAL,INA gain,V/V,239.897
FSVHTL,FS,VHTL,3.6,-40,BAL,INA gain dB,dB,47.600
FSVHTL,FS,VHTL,3.6,-40,BAL,INA gain error,%,-0.043
FSVHTL,FS,VHTL,3.6,-40,BAL,Gain flatness 0.05-150 Hz,dB,1.287e-06
FSVHTL,FS,VHTL,3.6,-40,BAL,INA -3 dB bandwidth,kHz,273.728
FSVHTL,FS,VHTL,3.6,-40,BAL,RLD loop UGF,kHz,0.839
FSVHTL,FS,VHTL,3.6,-40,BAL,RLD phase margin,deg,100.815
FSVHTL,FS,VHTL,3.6,-40,BAL,Input CM suppression @ 60 Hz,dB,54.978
FSVHTL,FS,VHTL,3.6,-40,BAL,Input CM suppression @ 150 Hz,dB,52.881
FSVHTL,FS,VHTL,3.6,-40,BAL,RLD Swing Ratio,%,0.914
FSVHTL,FS,VHTL,3.6,-40,BAL,RLD Peak Current,nA,3.060
FSVHTL,FS,VHTL,3.6,-40,BAL,CM Interference Gain Change,%,1.069e-04
FSVHTL,FS,VHTL,3.6,-40,BAL,Input-referred noise 0.05-150 Hz,uVrms,2.508
FSVHTH,FS,VHTH,3.6,125,BAL,AVDD,V,3.600
FSVHTH,FS,VHTH,3.6,125,BAL,Temperature,C,125.000
FSVHTH,FS,VHTH,3.6,125,BAL,S1 target gain,V/V,60.000
FSVHTH,FS,VHTH,3.6,125,BAL,S2 target gain,V/V,4.000
FSVHTH,FS,VHTH,3.6,125,BAL,INA target gain,V/V,240.000
FSVHTH,FS,VHTH,3.6,125,BAL,Total current,mA,5.264
FSVHTH,FS,VHTH,3.6,125,BAL,Total power,mW,18.950
FSVHTH,FS,VHTH,3.6,125,BAL,Output CM error,mV,28.785
FSVHTH,FS,VHTH,3.6,125,BAL,RLD DC error,uV,16.536
FSVHTH,FS,VHTH,3.6,125,BAL,S1 gain,V/V,60.018
FSVHTH,FS,VHTH,3.6,125,BAL,S1 gain dB,dB,35.566
FSVHTH,FS,VHTH,3.6,125,BAL,S1 gain error,%,0.030
FSVHTH,FS,VHTH,3.6,125,BAL,S1 -3 dB bandwidth,kHz,231.737
FSVHTH,FS,VHTH,3.6,125,BAL,S2 gain,V/V,4.001
FSVHTH,FS,VHTH,3.6,125,BAL,S2 gain dB,dB,12.043
FSVHTH,FS,VHTH,3.6,125,BAL,S2 gain error,%,0.015
FSVHTH,FS,VHTH,3.6,125,BAL,S2 -3 dB bandwidth,MHz,2.359
FSVHTH,FS,VHTH,3.6,125,BAL,INA gain,V/V,240.110
FSVHTH,FS,VHTH,3.6,125,BAL,INA gain dB,dB,47.608
FSVHTH,FS,VHTH,3.6,125,BAL,INA gain error,%,0.046
FSVHTH,FS,VHTH,3.6,125,BAL,Gain flatness 0.05-150 Hz,dB,1.826e-06
FSVHTH,FS,VHTH,3.6,125,BAL,INA -3 dB bandwidth,kHz,229.579
FSVHTH,FS,VHTH,3.6,125,BAL,RLD loop UGF,kHz,1.082
FSVHTH,FS,VHTH,3.6,125,BAL,RLD phase margin,deg,100.586
FSVHTH,FS,VHTH,3.6,125,BAL,Input CM suppression @ 60 Hz,dB,55.165
FSVHTH,FS,VHTH,3.6,125,BAL,Input CM suppression @ 150 Hz,dB,53.678
FSVHTH,FS,VHTH,3.6,125,BAL,RLD Swing Ratio,%,0.914
FSVHTH,FS,VHTH,3.6,125,BAL,RLD Peak Current,nA,3.069
FSVHTH,FS,VHTH,3.6,125,BAL,CM Interference Gain Change,%,-3.653e-04
FSVHTH,FS,VHTH,3.6,125,BAL,Input-referred noise 0.05-150 Hz,uVrms,2.900
SFNOMNOM,SF,NOMNOM,3.3,27,BAL,AVDD,V,3.300
SFNOMNOM,SF,NOMNOM,3.3,27,BAL,Temperature,C,27.000
SFNOMNOM,SF,NOMNOM,3.3,27,BAL,S1 target gain,V/V,60.000
SFNOMNOM,SF,NOMNOM,3.3,27,BAL,S2 target gain,V/V,4.000
SFNOMNOM,SF,NOMNOM,3.3,27,BAL,INA target gain,V/V,240.000
SFNOMNOM,SF,NOMNOM,3.3,27,BAL,Total current,mA,4.297
SFNOMNOM,SF,NOMNOM,3.3,27,BAL,Total power,mW,14.181
SFNOMNOM,SF,NOMNOM,3.3,27,BAL,Output CM error,mV,-0.843
SFNOMNOM,SF,NOMNOM,3.3,27,BAL,RLD DC error,uV,18.283
SFNOMNOM,SF,NOMNOM,3.3,27,BAL,S1 gain,V/V,60.001
SFNOMNOM,SF,NOMNOM,3.3,27,BAL,S1 gain dB,dB,35.563
