Corner,Process,Environment,AVDD_V,Temperature_C,Parameter,Unit,Value
SFVHNOM,SF,VHNOM,3.6,27,CMFB bias current,uA,39.863
SFVHNOM,SF,VHNOM,3.6,27,Total current,mA,1.583
SFVHNOM,SF,VHNOM,3.6,27,Total power,mW,5.700
SFVHNOM,SF,VHNOM,3.6,27,Output CM error,mV,-1.018
SFVHNOM,SF,VHNOM,3.6,27,LPF input offset,mV,0.000
SFVHNOM,SF,VHNOM,3.6,27,Passband gain,V/V,1.000
SFVHNOM,SF,VHNOM,3.6,27,Passband gain error,%,-0.026
SFVHNOM,SF,VHNOM,3.6,27,Loss @ 150 Hz,dB,0.361
SFVHNOM,SF,VHNOM,3.6,27,LPF -1 dB frequency,Hz,258.690
SFVHNOM,SF,VHNOM,3.6,27,LPF -3 dB frequency,Hz,506.911
SFVHNOM,SF,VHNOM,3.6,27,CMRR @ 60 Hz,dB,242.882
SFVHNOM,SF,VHNOM,3.6,27,CMRR @ 150 Hz,dB,242.860
SFVHNOM,SF,VHNOM,3.6,27,PSRR+ @ 60 Hz,dB,191.387
SFVHNOM,SF,VHNOM,3.6,27,PSRR+ @ 150 Hz,dB,252.639
SFVHNOM,SF,VHNOM,3.6,27,PSRR- @ 60 Hz,dB,235.334
SFVHNOM,SF,VHNOM,3.6,27,PSRR- @ 150 Hz,dB,235.428
SFVHNOM,SF,VHNOM,3.6,27,Input-referred noise 0.05-150 Hz,uVrms,6.287
SFNOMTL,SF,NOMTL,3.3,-40,AVDD,V,3.300
SFNOMTL,SF,NOMTL,3.3,-40,Temperature,C,-40.000
SFNOMTL,SF,NOMTL,3.3,-40,LPF target gain,V/V,1.000
SFNOMTL,SF,NOMTL,3.3,-40,FDC bias current,uA,34.844
SFNOMTL,SF,NOMTL,3.3,-40,CMFB bias current,uA,34.844
SFNOMTL,SF,NOMTL,3.3,-40,Total current,mA,1.263
SFNOMTL,SF,NOMTL,3.3,-40,Total power,mW,4.167
SFNOMTL,SF,NOMTL,3.3,-40,Output CM error,mV,-8.402
SFNOMTL,SF,NOMTL,3.3,-40,LPF input offset,mV,0.000
SFNOMTL,SF,NOMTL,3.3,-40,Passband gain,V/V,1.000
SFNOMTL,SF,NOMTL,3.3,-40,Passband gain error,%,-0.031
SFNOMTL,SF,NOMTL,3.3,-40,Loss @ 150 Hz,dB,0.454
SFNOMTL,SF,NOMTL,3.3,-40,LPF -1 dB frequency,Hz,229.653
SFNOMTL,SF,NOMTL,3.3,-40,LPF -3 dB frequency,Hz,449.935
SFNOMTL,SF,NOMTL,3.3,-40,CMRR @ 60 Hz,dB,223.454
SFNOMTL,SF,NOMTL,3.3,-40,CMRR @ 150 Hz,dB,221.495
SFNOMTL,SF,NOMTL,3.3,-40,PSRR+ @ 60 Hz,dB,234.904
SFNOMTL,SF,NOMTL,3.3,-40,PSRR+ @ 150 Hz,dB,191.509
SFNOMTL,SF,NOMTL,3.3,-40,PSRR- @ 60 Hz,dB,211.589
SFNOMTL,SF,NOMTL,3.3,-40,PSRR- @ 150 Hz,dB,214.563
SFNOMTL,SF,NOMTL,3.3,-40,Input-referred noise 0.05-150 Hz,uVrms,5.983
SFNOMTH,SF,NOMTH,3.3,125,AVDD,V,3.300
SFNOMTH,SF,NOMTH,3.3,125,Temperature,C,125.000
SFNOMTH,SF,NOMTH,3.3,125,LPF target gain,V/V,1.000
SFNOMTH,SF,NOMTH,3.3,125,FDC bias current,uA,42.617
SFNOMTH,SF,NOMTH,3.3,125,CMFB bias current,uA,42.617
SFNOMTH,SF,NOMTH,3.3,125,Total current,mA,1.808
SFNOMTH,SF,NOMTH,3.3,125,Total power,mW,5.965
SFNOMTH,SF,NOMTH,3.3,125,Output CM error,mV,9.528
SFNOMTH,SF,NOMTH,3.3,125,LPF input offset,mV,-0.000
SFNOMTH,SF,NOMTH,3.3,125,Passband gain,V/V,1.000
SFNOMTH,SF,NOMTH,3.3,125,Passband gain error,%,-0.023
SFNOMTH,SF,NOMTH,3.3,125,Loss @ 150 Hz,dB,0.279
SFNOMTH,SF,NOMTH,3.3,125,LPF -1 dB frequency,Hz,295.878
SFNOMTH,SF,NOMTH,3.3,125,LPF -3 dB frequency,Hz,579.846
SFNOMTH,SF,NOMTH,3.3,125,CMRR @ 60 Hz,dB,243.573
SFNOMTH,SF,NOMTH,3.3,125,CMRR @ 150 Hz,dB,243.600
SFNOMTH,SF,NOMTH,3.3,125,PSRR+ @ 60 Hz,dB,251.758
SFNOMTH,SF,NOMTH,3.3,125,PSRR+ @ 150 Hz,dB,190.064
SFNOMTH,SF,NOMTH,3.3,125,PSRR- @ 60 Hz,dB,237.792
SFNOMTH,SF,NOMTH,3.3,125,PSRR- @ 150 Hz,dB,235.559
SFNOMTH,SF,NOMTH,3.3,125,Input-referred noise 0.05-150 Hz,uVrms,6.827
SFVLTL,SF,VLTL,3,-40,AVDD,V,3.000
SFVLTL,SF,VLTL,3,-40,Temperature,C,-40.000
SFVLTL,SF,VLTL,3,-40,LPF target gain,V/V,1.000
SFVLTL,SF,VLTL,3,-40,FDC bias current,uA,34.265
SFVLTL,SF,VLTL,3,-40,CMFB bias current,uA,34.265
SFVLTL,SF,VLTL,3,-40,Total current,mA,1.230
SFVLTL,SF,VLTL,3,-40,Total power,mW,3.691
SFVLTL,SF,VLTL,3,-40,Output CM error,mV,-8.421
SFVLTL,SF,VLTL,3,-40,LPF input offset,mV,0.000
SFVLTL,SF,VLTL,3,-40,Passband gain,V/V,1.000
SFVLTL,SF,VLTL,3,-40,Passband gain error,%,-0.032
SFVLTL,SF,VLTL,3,-40,Loss @ 150 Hz,dB,0.454
SFVLTL,SF,VLTL,3,-40,LPF -1 dB frequency,Hz,229.653
SFVLTL,SF,VLTL,3,-40,LPF -3 dB frequency,Hz,449.936
SFVLTL,SF,VLTL,3,-40,CMRR @ 60 Hz,dB,221.201
SFVLTL,SF,VLTL,3,-40,CMRR @ 150 Hz,dB,224.718
SFVLTL,SF,VLTL,3,-40,PSRR+ @ 60 Hz,dB,218.028
SFVLTL,SF,VLTL,3,-40,PSRR+ @ 150 Hz,dB,191.879
SFVLTL,SF,VLTL,3,-40,PSRR- @ 60 Hz,dB,209.314
SFVLTL,SF,VLTL,3,-40,PSRR- @ 150 Hz,dB,208.985
SFVLTL,SF,VLTL,3,-40,Input-referred noise 0.05-150 Hz,uVrms,5.961
SFVLTH,SF,VLTH,3,125,AVDD,V,3.000
SFVLTH,SF,VLTH,3,125,Temperature,C,125.000
SFVLTH,SF,VLTH,3,125,LPF target gain,V/V,1.000
SFVLTH,SF,VLTH,3,125,FDC bias current,uA,42.051
SFVLTH,SF,VLTH,3,125,CMFB bias current,uA,42.051
SFVLTH,SF,VLTH,3,125,Total current,mA,1.773
SFVLTH,SF,VLTH,3,125,Total power,mW,5.319
SFVLTH,SF,VLTH,3,125,Output CM error,mV,9.545
SFVLTH,SF,VLTH,3,125,LPF input offset,mV,-0.000
SFVLTH,SF,VLTH,3,125,Passband gain,V/V,1.000
SFVLTH,SF,VLTH,3,125,Passband gain error,%,-0.023
SFVLTH,SF,VLTH,3,125,Loss @ 150 Hz,dB,0.279
SFVLTH,SF,VLTH,3,125,LPF -1 dB frequency,Hz,295.879
SFVLTH,SF,VLTH,3,125,LPF -3 dB frequency,Hz,579.847
SFVLTH,SF,VLTH,3,125,CMRR @ 60 Hz,dB,244.452
SFVLTH,SF,VLTH,3,125,CMRR @ 150 Hz,dB,244.477
SFVLTH,SF,VLTH,3,125,PSRR+ @ 60 Hz,dB,240.489
SFVLTH,SF,VLTH,3,125,PSRR+ @ 150 Hz,dB,189.984
SFVLTH,SF,VLTH,3,125,PSRR- @ 60 Hz,dB,234.908
SFVLTH,SF,VLTH,3,125,PSRR- @ 150 Hz,dB,228.837
SFVLTH,SF,VLTH,3,125,Input-referred noise 0.05-150 Hz,uVrms,6.822
SFVHTL,SF,VHTL,3.6,-40,AVDD,V,3.600
SFVHTL,SF,VHTL,3.6,-40,Temperature,C,-40.000
SFVHTL,SF,VHTL,3.6,-40,LPF target gain,V/V,1.000
SFVHTL,SF,VHTL,3.6,-40,FDC bias current,uA,35.258
SFVHTL,SF,VHTL,3.6,-40,CMFB bias current,uA,35.258
SFVHTL,SF,VHTL,3.6,-40,Total current,mA,1.289
SFVHTL,SF,VHTL,3.6,-40,Total power,mW,4.640
SFVHTL,SF,VHTL,3.6,-40,Output CM error,mV,-8.382
SFVHTL,SF,VHTL,3.6,-40,LPF input offset,mV,0.000
SFVHTL,SF,VHTL,3.6,-40,Passband gain,V/V,1.000
SFVHTL,SF,VHTL,3.6,-40,Passband gain error,%,-0.031
SFVHTL,SF,VHTL,3.6,-40,Loss @ 150 Hz,dB,0.454
SFVHTL,SF,VHTL,3.6,-40,LPF -1 dB frequency,Hz,229.653
SFVHTL,SF,VHTL,3.6,-40,LPF -3 dB frequency,Hz,449.935
SFVHTL,SF,VHTL,3.6,-40,CMRR @ 60 Hz,dB,222.722
SFVHTL,SF,VHTL,3.6,-40,CMRR @ 150 Hz,dB,222.267
SFVHTL,SF,VHTL,3.6,-40,PSRR+ @ 60 Hz,dB,224.101
SFVHTL,SF,VHTL,3.6,-40,PSRR+ @ 150 Hz,dB,191.465
SFVHTL,SF,VHTL,3.6,-40,PSRR- @ 60 Hz,dB,215.156
SFVHTL,SF,VHTL,3.6,-40,PSRR- @ 150 Hz,dB,214.990
SFVHTL,SF,VHTL,3.6,-40,Input-referred noise 0.05-150 Hz,uVrms,6.002
SFVHTH,SF,VHTH,3.6,125,AVDD,V,3.600
SFVHTH,SF,VHTH,3.6,125,Temperature,C,125.000
SFVHTH,SF,VHTH,3.6,125,LPF target gain,V/V,1.000
SFVHTH,SF,VHTH,3.6,125,FDC bias current,uA,43.015
SFVHTH,SF,VHTH,3.6,125,CMFB bias current,uA,43.015
SFVHTH,SF,VHTH,3.6,125,Total current,mA,1.835
SFVHTH,SF,VHTH,3.6,125,Total power,mW,6.605
SFVHTH,SF,VHTH,3.6,125,Output CM error,mV,9.514
SFVHTH,SF,VHTH,3.6,125,LPF input offset,mV,-0.000
SFVHTH,SF,VHTH,3.6,125,Passband gain,V/V,1.000
SFVHTH,SF,VHTH,3.6,125,Passband gain error,%,-0.022
SFVHTH,SF,VHTH,3.6,125,Loss @ 150 Hz,dB,0.279
SFVHTH,SF,VHTH,3.6,125,LPF -1 dB frequency,Hz,295.878
SFVHTH,SF,VHTH,3.6,125,LPF -3 dB frequency,Hz,579.846
SFVHTH,SF,VHTH,3.6,125,CMRR @ 60 Hz,dB,224.124
SFVHTH,SF,VHTH,3.6,125,CMRR @ 150 Hz,dB,224.114
SFVHTH,SF,VHTH,3.6,125,PSRR+ @ 60 Hz,dB,260.833
SFVHTH,SF,VHTH,3.6,125,PSRR+ @ 150 Hz,dB,190.152
SFVHTH,SF,VHTH,3.6,125,PSRR- @ 60 Hz,dB,219.632
SFVHTH,SF,VHTH,3.6,125,PSRR- @ 150 Hz,dB,219.546
SFVHTH,SF,VHTH,3.6,125,Input-referred noise 0.05-150 Hz,uVrms,6.831
